YEAR,FOMULA,COMPANY,PRICE,BAN,VOLUME,MARKET CAP,EARNINGS,COGS,SALES,CASH,INVESTMENTS,RECEIVABLES,INVENTORY,DEBTS,PROFIT,VolumeARG
2016/2/0/0,-146.5873595,VIS,13.5,17.1,4.92E+11,6.64E+12,587192304,5.93E+11,6.44E+11,87350059278,,1.86E+11,8.60E+11,1.27E+12,1.266666667,550111
2016/2/0/0,-7.617128971,VNE,8.1,6.15,8.24E+11,6.67E+12,-11443394934,92426120266,1.15E+11,79990487967,1.09E+11,7.12E+11,67235445926,7.07E+11,0.759259259,239352
2016/2/0/0,-17.82929597,VNG,14.2,10.3,1.30E+11,1.85E+12,4571159560,39341921712,44374957663,3912842921,500000000,62139482649,2166728164,91545092725,0.725352113,76059
2016/2/0/0,-7.502636387,VNM,158,141.9,1.45E+13,2.29E+15,2.82E+12,7.08E+12,1.24E+13,3.06E+12,8.63E+12,3.37E+12,4.39E+12,6.32E+12,0.898101266,1225044
2016/2/0/0,-8.486803659,VNS,30.3,35.2,6.79E+11,2.06E+13,80489336539,9.64E+11,1.12E+12,2.15E+11,,1.10E+11,7965409746,5.99E+11,1.161716172,174429
2016/2/0/0,-1.978824161,VOS,1.5,1.35,1.40E+12,2.10E+12,-80740700696,3.36E+11,3.11E+11,2.19E+11,,4.68E+11,96905415129,5.50E+11,0.9,91875
2016/2/0/0,-156536.1009,VPH,8.1,6.64,4.53E+11,3.67E+12,1527342683,69749108220,79168773084,2373727594,131753500,4.23E+11,1.05E+12,8.40E+11,0.819753086,130080
2016/2/0/0,-245.124828,VRC,10,15,1.45E+11,1.45E+12,-185765041,1342515664,2415006997,1871877209,,9861496539,39802578549,21571906455,1.5,85207
2016/2/0/0,-0.576415154,VSC,64.5,61,4.56E+11,2.94E+13,85834810043,1.74E+11,2.78E+11,3.22E+11,21517513066,1.25E+11,13442549804,2.78E+11,0.945736434,104776
2016/2/0/0,-4.629613299,VTO,9.3,9.01,7.99E+11,7.43E+12,19842729579,2.52E+11,3.03E+11,91643522018,,1.23E+11,51810146795,4.51E+11,0.968817204,591162
2016/1/0/0,-2.832902359,AAA,19.1,34,4.95E+11,9.45E+12,28459469111,3.67E+11,4.24E+11,2.53E+11,,4.95E+11,1.93E+11,5.99E+11,1.780104712,458048
2016/1/0/0,-5.713252439,AGM,15,10.9,1.82E+11,2.73E+12,5055606147,4.63E+11,4.96E+11,2.73E+11,3900000000,1.01E+11,4.98E+11,6.66E+11,0.726666667,81499
2016/1/0/0,-57.72872871,AMD,13.2,11.8,3.00E+11,3.96E+12,12117352301,2.72E+11,3.01E+11,19608596071,3696515663,2.00E+11,72932094155,1.86E+11,0.893939394,1634498
2016/1/0/0,-4.851751381,ASM,17.8,15.1,2.20E+12,3.92E+13,27164580626,1.33E+11,1.88E+11,4.70E+11,1000000000,1.57E+12,1.06E+12,1.00E+12,0.848314607,1296148
2016/1/0/0,-16.63633375,ASP,4.5,4,3.73E+11,1.68E+12,-7804796109,2.86E+11,3.43E+11,32432900653,31000000000,1.79E+11,24000752222,3.46E+11,0.888888889,161242
2016/1/0/0,-141.6980399,BCE,6.9,7,3.00E+11,2.07E+12,4877153883,1.02E+11,1.12E+11,1.13E+11,,2.00E+11,1.32E+12,1.37E+12,1.014492754,114275
2016/1/0/0,-228.0715108,BCG,6.5,6.6,4.07E+11,2.65E+12,,2.25E+11,2.66E+11,15291606024,2800209690,6.15E+11,1.08E+11,4.76E+11,1.015384615,515114
2016/1/0/0,-109.6269858,BFC,31.6,36.2,4.76E+11,1.50E+13,43531371913,8.67E+11,9.92E+11,1.93E+11,10000000000,5.47E+11,1.83E+12,2.19E+12,1.14556962,48037
2016/1/0/0,-6.776994367,BMP,143,155,4.55E+11,6.51E+13,1.98E+11,4.33E+11,7.04E+11,3.01E+11,6.70E+11,4.64E+11,3.51E+11,1.65E+11,1.083916084,89495
2016/1/0/0,-0.998584375,BTP,14.7,13.5,6.05E+11,8.89E+12,-18751867360,3.57E+11,3.89E+11,5.55E+11,5.18E+11,2.76E+11,1.52E+11,2.93E+11,0.918367347,136324
2016/1/0/0,-27.8236626,C32,46.4,59.5,1.12E+11,5.20E+12,19644976082,52994360017,82557688582,17139906244,1.02E+11,1.15E+11,67552806242,1.11E+11,1.282327586,192634
2016/1/0/0,-3591.050857,C47,12.7,12.9,1.20E+11,1.52E+12,4731471331,2.70E+11,3.13E+11,19940306329,,6.09E+11,9.64E+11,1.48E+12,1.015748031,170884
2016/1/0/0,-68.67330949,CAV,72,105,2.88E+11,2.07E+13,48604502705,1.12E+12,1.24E+12,1.22E+11,,6.19E+11,6.86E+11,1.30E+12,1.458333333,90967
2016/1/0/0,-148749.6366,CCL,3.4,3.5,2.62E+11,8.91E+11,852244310,11988258015,14204782491,324076492,,36016888538,1.46E+11,1.07E+11,1.029411765,248964
2016/1/0/0,-0.20263688,CHP,17.6,19.7,1.26E+12,2.22E+13,8778514906,56442983274,94762901207,3.63E+11,,54422284116,45260493701,5.05E+11,1.119318182,39094
2016/1/0/0,-0.406789004,CII,25,25.9,2.60E+12,6.50E+13,46530960719,1.35E+11,2.24E+11,1.76E+12,1.54E+11,1.34E+12,7.81E+11,1.57E+12,1.036,1759212
2016/1/0/0,-1.177146308,CNG,37.4,39.3,2.70E+11,1.01E+13,20770726184,1.62E+11,2.07E+11,2.11E+11,,1.30E+11,24896407422,1.45E+11,1.050802139,91411
2016/1/0/0,-122.568546,CSM,31.3,22.1,7.40E+11,2.32E+13,61692387909,5.17E+11,6.85E+11,74109316175,,5.85E+11,7.92E+11,8.09E+11,0.706070288,465452
2016/1/0/0,-1.434261635,CSV,22.3,28.2,4.42E+11,9.86E+12,51138913890,2.97E+11,4.00E+11,3.74E+11,53000000000,2.25E+11,2.25E+11,4.10E+11,1.264573991,238953
2016/1/0/0,-6.520731516,CTD,175,222,4.69E+11,8.21E+13,2.41E+11,2.82E+12,3.14E+12,1.09E+12,1.21E+12,2.55E+12,1.31E+12,4.13E+12,1.268571429,171719
2016/1/0/0,-4.671174887,CTI,22.7,27.9,3.30E+11,7.49E+12,28731020305,1.80E+11,2.62E+11,1.32E+11,47388700000,1.28E+11,94873681613,7.73E+11,1.22907489,215188
2016/1/0/0,-47.15433394,CVT,26.6,32.4,1.92E+11,5.11E+12,24434941354,1.20E+11,1.63E+11,45809470139,,39161497859,3.07E+11,3.13E+11,1.218045113,637732
2016/1/0/0,-488.8543114,DAG,11,15.7,4.93E+11,5.42E+12,11019253638,2.69E+11,2.94E+11,16277243122,,2.38E+11,3.91E+11,3.21E+11,1.427272727,288182
2016/1/0/0,-359.2548763,DBC,32,34.3,7.53E+11,2.41E+13,62711455777,1.09E+12,1.27E+12,1.23E+11,2.67E+11,6.68E+11,2.13E+12,2.52E+12,1.071875,200834
2016/1/0/0,-436.7868918,DCL,22.5,30.8,2.01E+11,4.52E+12,20374720334,1.23E+11,1.78E+11,8674136623,2.00E+11,2.00E+11,1.73E+11,1.84E+11,1.368888889,199717
2016/1/0/0,-1.33148801,DCM,12.7,11.8,5.29E+12,6.72E+13,1.17E+11,7.44E+11,9.30E+11,1.01E+12,2.55E+12,96278375162,5.30E+11,1.85E+12,0.929133858,155067
2016/1/0/0,-423.1196614,DGC,42.8,41,4.22E+11,1.81E+13,84573398159,4.89E+11,5.98E+11,14058326691,,6.34E+11,1.24E+11,6.21E+11,0.957943925,34241
2016/1/0/0,-0.484032867,DHA,23.8,29.4,1.51E+11,3.59E+12,8495711267,28203038523,40053929822,64699229492,24384821222,49009431424,,36071738350,1.235294118,41002
2016/1/0/0,-2.020328165,DHC,35.9,39.3,2.33E+11,8.36E+12,18342723976,1.13E+11,1.40E+11,1.14E+11,55000000000,98059260831,78681762397,96722780167,1.094707521,118787
2016/1/0/0,-10.30182518,DHG,85.5,90.5,8.72E+11,7.46E+13,1.52E+11,4.47E+11,8.15E+11,2.32E+11,7.96E+11,6.20E+11,6.30E+11,6.84E+11,1.058479532,50415
2016/1/0/0,-101.3420439,DHM,10.5,12.9,214983700,2257328850,2106355333,1.23E+11,1.28E+11,8482868804,,73713630738,72881486219,75923442362,1.228571429,1374983
2016/1/0/0,-1102.601296,DIG,9,8.4,3.15E+12,2.84E+13,10521141099,2.47E+11,2.90E+11,49212500518,20000000000,8.00E+11,2.54E+12,1.05E+12,0.933333333,1239239
2016/1/0/0,-16.23675446,DLG,7.1,7.2,1.69E+12,1.20E+13,16841641720,3.94E+11,4.90E+11,1.87E+11,8.50E+11,1.48E+12,5.08E+11,1.05E+12,1.014084507,1236358
2016/1/0/0,-5.548210549,DMC,67.5,74,2.67E+11,1.80E+13,35201989274,1.77E+11,2.80E+11,1.19E+11,55000000000,3.01E+11,2.59E+11,1.67E+11,1.096296296,75070
2016/1/0/0,-0.655444664,DPM,30.1,29.3,3.91E+12,1.18E+14,4.13E+11,1.20E+12,1.99E+12,5.00E+12,1.50E+11,8.18E+11,1.24E+12,7.74E+11,0.973421927,658647
2016/1/0/0,-5.106051742,DQC,71,82.5,3.15E+11,2.24E+13,37441777343,1.80E+11,2.44E+11,1.53E+11,3.58E+11,4.23E+11,2.90E+11,3.45E+11,1.161971831,35055
2016/1/0/0,-16.75294085,DRC,48.2,39,9.14E+11,4.41E+13,88339425862,5.93E+11,7.46E+11,2.08E+11,,3.49E+11,7.63E+11,7.99E+11,0.809128631,272862
2016/1/0/0,-0.075474531,DRH,44.5,50.5,1.84E+11,8.19E+12,3127486368,19919780480,30338997171,33644059277,93422119268,55949955369,,2.38E+11,1.134831461,220477
2016/1/0/0,-3.748979786,DXG,14.6,15.2,1.17E+12,1.71E+13,29203191841,2.15E+11,3.15E+11,7.25E+11,,1.12E+12,1.11E+12,1.75E+12,1.04109589,547571
2016/1/0/0,-19.22760379,ELC,22.2,25.1,5.09E+11,1.13E+13,4229775980,59039576087,78174339804,72339404573,2451543907,3.98E+11,2.80E+11,3.56E+11,1.130630631,169820
2016/1/0/0,-29.18841635,EVE,47.8,22.9,2.80E+11,1.34E+13,14159629382,1.01E+11,1.51E+11,46759728799,1.81E+11,1.91E+11,3.89E+11,1.52E+11,0.479079498,380368
2016/1/0/0,-41.6216609,FCM,5.8,4.6,4.10E+11,2.38E+12,6257278746,1.19E+11,1.49E+11,42069118984,,1.93E+11,2.58E+11,2.75E+11,0.793103448,232050
2016/1/0/0,-19.06447817,FCN,21.1,21.7,4.57E+11,9.64E+12,21298545417,2.38E+11,2.84E+11,1.99E+11,646800000,1.18E+12,5.25E+11,1.42E+12,1.028436019,314373
2016/1/0/0,-1.083800278,FIT,6.8,6.6,1.79E+12,1.22E+13,48103594969,4.66E+11,5.64E+11,6.79E+11,1.54E+12,5.76E+11,3.48E+11,7.69E+11,0.970588235,1331552
2016/1/0/0,-112.7475274,FLC,6.6,5.7,5.30E+12,3.50E+13,1.63E+11,1.17E+12,1.44E+12,1.14E+11,,3.68E+12,5.20E+11,2.68E+12,0.863636364,8489967
2016/1/0/0,-4.890633577,FMC,21.4,21.7,3.00E+11,6.42E+12,15246737202,5.05E+11,5.43E+11,2.63E+11,10000000000,1.79E+11,3.58E+11,6.20E+11,1.014018692,174399
2016/1/0/0,-6.878957174,FPT,47.5,41.1,3.98E+12,1.89E+14,0,6.78E+12,8.47E+12,3.43E+12,2.22E+12,4.96E+12,5.09E+12,1.29E+13,0.865263158,899451
2016/1/0/0,-0.967184829,GAS,50.5,60,1.91E+13,9.65E+14,1.48E+12,1.16E+13,1.40E+13,1.80E+13,6.09E+12,9.58E+12,1.39E+12,9.75E+12,1.188118812,1076727
2016/1/0/0,-28.84591974,GEX,23.5,24.4,1.55E+12,3.64E+13,1.10E+11,1.43E+12,1.64E+12,2.82E+11,3.93E+11,1.11E+12,1.08E+12,1.78E+12,1.038297872,502543
2016/1/0/0,-0.532773645,GMD,41.2,26.1,1.20E+12,4.94E+13,83860846172,6.28E+11,8.48E+11,9.92E+11,94938492690,8.89E+11,1.19E+11,1.56E+12,0.633495146,258540
2016/1/0/0,-3.110132804,GSP,15.3,13.6,3.00E+11,4.59E+12,16279226925,2.17E+11,2.48E+11,88384918480,2.20E+11,1.68E+11,11765959577,2.19E+11,0.888888889,76056
2016/1/0/0,-3.728493871,GTN,16,21.3,1.50E+12,2.40E+13,3542101230,7.26E+11,7.46E+11,4.04E+11,64601221391,6.95E+11,1.15E+11,3.88E+11,1.33125,596535
2016/1/0/0,-17.89815376,HAG,7.5,6.3,7.90E+12,5.93E+13,90914476000,1.68E+12,1.97E+12,1.72E+12,1.19E+11,8.40E+12,3.60E+12,1.46E+13,0.84,5302423
2016/1/0/0,-0.445678929,HAH,40.5,38.5,2.32E+11,9.40E+12,36027320801,76410498771,1.21E+11,1.92E+11,,66552848914,24297112727,1.35E+11,0.950617284,174312
2016/1/0/0,-6597.99252,HAI,4.9,4.5,1.17E+12,5.73E+12,16541418672,2.21E+11,2.68E+11,10680109487,2.88E+11,5.36E+11,1.02E+12,7.37E+11,0.918367347,1223547
2016/1/0/0,-0.003413796,HAR,4.4,5.6,9.68E+11,4.26E+12,3336017355,426283704,3958377214,11688205935,,3.63E+11,,42289303539,1.272727273,2340903
2016/1/0/0,-12.18438197,HAS,7.6,9.2,80000000000,6.08E+11,6544072406,1.22E+11,1.33E+11,14961166547,18619141007,2.54E+11,7574927295,1.99E+11,1.210526316,130610
2016/1/0/0,-804.7819504,HAX,24.8,28,1.11E+11,2.75E+12,22551179778,4.27E+11,4.47E+11,11329843862,,1.12E+11,2.79E+11,3.48E+11,1.129032258,100801
2016/1/0/0,-361.6032883,HBC,19.9,24.7,7.56E+11,1.50E+13,51625320740,1.48E+12,1.62E+12,1.59E+11,1.10E+12,5.10E+12,1.28E+12,7.10E+12,1.24120603,511361
2016/1/0/0,-1029.494138,HDC,13.4,14,4.11E+11,5.51E+12,3684092881,1.12E+11,1.26E+11,17658145898,2957979702,3.03E+11,8.07E+11,3.97E+11,1.044776119,33706
2016/1/0/0,-1.052448023,HHS,8.4,6.3,2.33E+12,1.96E+13,53999804093,4.45E+11,4.94E+11,7.65E+11,8.29E+11,3.32E+11,5.28E+11,4.36E+11,0.75,1975448
2016/1/0/0,-85.53317113,HNG,7.8,6.9,7.67E+12,5.98E+13,95175801000,1.05E+12,1.28E+12,5.46E+11,6.06E+11,3.85E+12,3.22E+12,7.89E+12,0.884615385,2230108
2016/1/0/0,-7.996034793,HPG,34,44.1,7.33E+12,2.49E+14,1.02E+12,5.71E+12,7.14E+12,2.93E+12,8.31E+11,1.71E+12,6.03E+12,9.24E+12,1.297058824,3863524
2016/1/0/0,-457.3080677,HQC,5.7,5.2,3.95E+12,2.25E+13,51700120679,3.07E+11,4.09E+11,56513214629,4100000000,3.48E+12,7.79E+11,1.87E+12,0.912280702,3878989
2016/1/0/0,-213.3378286,HSG,50,37.8,1.31E+12,6.55E+13,1.87E+11,3.26E+12,3.91E+12,2.30E+11,,1.04E+12,2.45E+12,4.33E+12,0.756,1667031
2016/1/0/0,-34.69106441,HT1,28.2,29.2,3.18E+12,8.97E+13,1.31E+11,1.38E+12,1.74E+12,2.50E+11,6612125500,4.51E+11,6.66E+11,2.95E+12,1.035460993,54116
2016/1/0/0,-8.591942819,HTI,15.5,17.3,2.49E+11,3.86E+12,16132729115,74441971960,1.07E+11,19085876611,20135444444,29233106822,13649093552,69852257875,1.116129032,167875
2016/1/0/0,-10.49694787,IDI,7.4,5.8,9.83E+11,7.27E+12,15563528455,7.30E+11,8.14E+11,3.48E+11,5.19E+11,1.32E+12,6.06E+11,1.92E+12,0.783783784,362920
2016/1/0/0,-1118.872111,IJC,7.7,8.8,2.74E+12,2.11E+13,17358243016,65812628582,1.23E+11,94282851475,1300000000,8.43E+11,4.44E+12,2.24E+12,1.142857143,536886
2016/1/0/0,-8811.681176,ITA,4.5,4.9,8.38E+12,3.77E+13,17335186065,32987687263,93242740799,27752658446,,1.90E+12,3.61E+12,1.88E+12,1.088888889,2110727
2016/1/0/0,-2949.325043,ITC,8.2,10.8,6.91E+11,5.67E+12,-2218980519,15971936362,19751678074,17488169922,,3.19E+11,1.64E+12,5.50E+11,1.317073171,391226
2016/1/0/0,-22.32153872,ITD,22.4,28.8,1.53E+11,3.43E+12,7036578577,76399366507,1.02E+11,57278241073,40552211751,1.52E+11,2.14E+11,3.36E+11,1.285714286,122424
2016/1/0/0,-20.81538551,JVC,4.6,3.6,1.13E+12,5.20E+12,-5071921189,1.06E+11,1.33E+11,29889021305,,1.70E+11,1.07E+11,1.47E+11,0.782608696,638047
2016/1/0/0,-205.8280868,KBC,13.8,17.5,4.76E+12,6.57E+13,1.08E+11,2.62E+11,4.46E+11,3.44E+11,1738191200,3.49E+12,8.28E+12,2.94E+12,1.268115942,1552458
2016/1/0/0,-1.1719603,KDC,26.6,28.5,2.57E+12,6.84E+13,27526074689,2.34E+11,3.94E+11,3.46E+11,1.94E+12,1.16E+12,1.21E+11,8.49E+11,1.071428571,413379
2016/1/0/0,-14.42089097,KDH,22.9,23.3,1.80E+12,4.12E+13,97489639000,3.46E+11,5.69E+11,5.43E+11,510000000,8.20E+11,5.73E+12,7.16E+11,1.017467249,95415
2016/1/0/0,-8.229092827,KHP,10.6,10.2,4.16E+11,4.41E+12,1127659386,6.73E+11,7.05E+11,1.40E+11,3.18E+11,80968287250,89384022456,6.36E+11,0.962264151,100166
2016/1/0/0,-172.5322934,KMR,6.7,5.5,4.89E+11,3.28E+12,3161628870,61495274420,76075676653,13703503569,,1.15E+11,1.79E+11,1.79E+11,0.820895522,1102278
2016/1/0/0,-1.122516709,KPF,8.4,8.2,1.72E+11,1.44E+12,3285216860,10016606070,15388644511,8062303856,,37005624769,155372057,17699197004,0.976190476,264496
2016/1/0/0,-1365.230807,LCG,5.4,5,7.80E+11,4.21E+12,9830158948,1.23E+11,1.34E+11,17743865300,,1.05E+12,3.61E+11,1.19E+12,0.925925926,250926
2016/1/0/0,-198.7778858,LCM,2.7,1.8,2.46E+11,6.64E+11,-8804945072,68902958520,60874190880,3583301652,,1.37E+11,32410256359,72339779771,0.666666667,177082
2016/1/0/0,-773.983544,LDG,10,9.5,7.50E+11,7.50E+12,39694499566,78336741539,1.48E+11,18453150233,,2.72E+11,1.21E+12,2.17E+11,0.95,652594
2016/1/0/0,-1.788818418,LHG,23.8,23.5,2.61E+11,6.21E+12,20337222099,18445449539,38008189886,2.93E+11,1513022589,3.61E+11,2.94E+11,5.21E+11,0.987394958,431253
2016/1/0/0,-3.448076575,LIX,77,58,2.16E+11,1.66E+13,37211357848,3.46E+11,4.41E+11,2.23E+11,,1.13E+11,1.33E+11,2.45E+11,0.753246753,47716
2016/1/0/0,-16.80479547,LSS,12.6,14.3,7.00E+11,8.82E+12,36945496500,3.81E+11,4.58E+11,1.41E+11,3084333333,5.42E+11,3.59E+11,8.50E+11,1.134920635,1330870
2016/1/0/0,-142.4854154,MCG,3.1,2.7,5.75E+11,1.78E+12,2358771575,55710506315,60070323838,61478213312,20190521600,5.83E+11,5.33E+11,1.01E+12,0.870967742,115429
2016/1/0/0,-51.68410401,MDG,8.2,12.7,1.09E+11,8.94E+11,1253492546,37394171592,44847520931,21044128136,16422000000,64222248582,1.13E+11,2.01E+11,1.548780488,36026
2016/1/0/0,-0.235537619,MHC,12.1,11,2.71E+11,3.28E+12,40526538865,8425941404,9242583581,7097494406,2.52E+11,1.72E+11,4549000,47448188100,0.909090909,419511
2016/1/0/0,-3.010361777,MSN,72.5,64,7.47E+12,5.42E+14,3.93E+11,6.36E+12,8.77E+12,4.69E+12,6.99E+12,2.32E+12,3.67E+12,1.22E+13,0.882758621,375181
2016/1/0/0,-189.8845369,MWG,78.5,130,1.47E+12,1.15E+14,4.18E+11,8.04E+12,9.63E+12,4.28E+11,,5.45E+11,5.58E+12,5.06E+12,1.656050955,114433
2016/1/0/0,-17.17671388,NAF,29.8,28.2,3.00E+11,8.94E+12,5725895976,59198240973,74749546343,19499290324,33000000000,2.87E+11,43643115810,1.35E+11,0.946308725,175750
2016/1/0/0,-2414.88274,NBB,19.4,18.3,5.83E+11,1.13E+13,982619748,9510848649,10546938640,19720277756,,4.05E+11,1.04E+12,9.03E+11,0.943298969,422757
2016/1/0/0,-22.43457703,NCT,112,108,2.62E+11,2.93E+13,76571782141,75137857924,1.81E+11,11325235354,2.17E+11,55407140014,5741382453,60935724587,0.964285714,46552
2016/1/0/0,-3546.413966,NHA,10.4,14.7,1.16E+11,1.21E+12,4119003543,33740299679,40156854089,644378832,,31851037904,25655721873,56797655765,1.413461538,163307
2016/1/0/0,-171.2215521,NKG,17,25.8,5.00E+11,8.50E+12,65890992705,1.66E+12,1.80E+12,1.16E+11,9353176,7.11E+11,9.40E+11,2.29E+12,1.517647059,314545
2016/1/0/0,-201.2459399,NLG,24.1,21.5,1.42E+12,3.42E+13,42146394991,2.57E+11,3.75E+11,1.84E+11,,5.74E+11,3.60E+12,1.89E+12,0.892116183,166172
2016/1/0/0,-80.77668722,NNC,68,84,1.32E+11,8.98E+12,38073400097,67138899748,1.16E+11,14945667704,82507819200,27503510570,1.39E+11,1.23E+11,1.235294118,35468
2016/1/0/0,-0.515968649,NT2,29,35.2,2.74E+12,7.95E+13,3.19E+11,9.23E+11,1.39E+12,1.81E+12,,1.35E+12,2.94E+11,2.27E+12,1.213793103,611036
2016/1/0/0,-64.01322537,NTL,9.8,10,6.36E+11,6.23E+12,2013587662,29682950323,36429844177,63026988432,353254000,99805314599,9.55E+11,2.66E+11,1.020408163,392252
2016/1/0/0,-13.5604704,NVT,2.5,1.8,9.05E+11,2.26E+12,8206519361,24664490003,59238883423,11267827827,3167000000,3.40E+11,10614335806,1.52E+11,0.72,334880
2016/1/0/0,-55.23438205,OGC,3,2.2,3.00E+12,9.00E+12,4542098175,1.12E+11,1.85E+11,1.36E+11,1.14E+11,2.47E+12,3.17E+11,3.22E+12,0.733333333,1980750
2016/1/0/0,-19.42903939,PAC,40.5,34.8,4.65E+11,1.88E+13,21902702561,4.68E+11,5.43E+11,1.34E+11,1.90E+11,1.64E+11,4.06E+11,7.47E+11,0.859259259,141667
2016/1/0/0,-1.150694959,PAN,38.5,40.5,1.01E+12,3.89E+13,1.33E+11,4.91E+11,6.30E+11,8.42E+11,59935881175,4.34E+11,6.35E+11,6.92E+11,1.051948052,116973
2016/1/0/0,-48312.77092,PDR,14.6,12.8,1.30E+12,1.90E+13,25218451912,55035410773,99038307773,14831308236,,7.41E+11,6.48E+12,1.64E+12,0.876712329,733536
2016/1/0/0,-3.958976867,PET,13,12.8,8.66E+11,1.13E+13,52132938070,2.13E+12,2.32E+12,1.20E+12,,1.50E+12,1.22E+12,3.11E+12,0.984615385,268751
2016/1/0/0,-0.513500541,PGD,46.9,45.9,9.00E+11,4.22E+13,82353794338,6.43E+11,8.89E+11,1.20E+12,,4.12E+11,19079790023,9.51E+11,0.978678038,612010
2016/1/0/0,-1.275074495,PHR,18.9,19.4,8.73E+11,1.65E+13,36405447958,1.67E+11,1.80E+11,2.57E+11,2.09E+11,1.26E+11,1.12E+11,6.45E+11,1.026455026,331216
2016/1/0/0,-2993.093108,PNJ,57,63,2.25E+12,1.28E+14,1.24E+11,1.91E+12,2.33E+12,34044523513,65000000,66789405292,2.26E+12,1.49E+12,1.105263158,78616
2016/1/0/0,-21.883377,PPC,19.3,15.2,3.26E+12,6.29E+13,-1.57E+11,1.65E+12,1.71E+12,2.72E+11,2.17E+12,2.58E+12,7.99E+11,1.27E+12,0.787564767,630816
2016/1/0/0,-106.9416096,PTB,116,116,1.51E+11,1.75E+13,57216020554,6.80E+11,8.06E+11,56288938305,30450000000,4.23E+11,3.82E+11,7.84E+11,1,33530
2016/1/0/0,-65.6125488,PTL,1.8,2.2,1.00E+12,1.80E+12,-9354340485,9201252523,12469520055,37395762120,,3.25E+11,2.44E+11,3.76E+11,1.222222222,310662
2016/1/0/0,-0.607066205,PVD,24.3,26.3,3.48E+12,8.46E+13,82032527025,1.33E+12,1.58E+12,2.92E+12,1.29E+12,2.62E+12,8.82E+11,4.22E+12,1.082304527,1340321
2016/1/0/0,-0.485274657,PVT,11.1,15.4,2.81E+12,3.12E+13,99202561790,1.38E+12,1.53E+12,2.13E+12,4.75E+11,1.13E+12,46779881095,2.14E+12,1.387387387,1601498
2016/1/0/0,-62.01700758,PXI,5.7,5.2,3.00E+11,1.71E+12,513883645,90828813154,1.05E+11,55003089984,,5.49E+11,2.34E+11,7.99E+11,0.912280702,152404
2016/1/0/0,-14.6001385,PXS,12.6,12.7,6.00E+11,7.56E+12,34032437499,5.56E+11,6.25E+11,1.15E+11,,8.58E+11,1.52E+11,1.01E+12,1.007936508,506409
2016/1/0/0,-42.03624764,QBS,7.4,7.7,6.40E+11,4.74E+12,25187775751,1.36E+12,1.42E+12,1.65E+11,17000000000,7.06E+11,6.15E+11,1.52E+12,1.040540541,575532
2016/1/0/0,-13508.3874,QCG,4.5,4.7,2.75E+12,1.24E+13,1512862625,75842698139,82966888938,38598190019,16959400000,1.34E+12,5.75E+12,3.50E+12,1.044444444,100950
2016/1/0/0,-1.046616876,REE,24,20.2,2.70E+12,6.48E+13,1.10E+11,3.22E+11,5.53E+11,1.17E+12,4.64E+11,1.25E+12,6.24E+11,2.14E+12,0.841666667,293423
2016/1/0/0,-172.8073949,SAM,9.6,9,1.80E+12,1.73E+13,-3280667279,3.94E+11,4.24E+11,61036520033,3082500000,6.21E+11,7.84E+11,8.05E+11,0.9375,270740
2016/1/0/0,-10.02575857,SBT,33.6,32.9,1.95E+12,6.55E+13,75292458557,7.60E+11,9.07E+11,4.33E+11,1.30E+11,2.40E+12,7.23E+11,2.43E+12,0.979166667,1365765
2016/1/0/0,-101.3396593,SCR,9.1,9.9,2.17E+12,1.97E+13,6506751945,7476324149,26148105782,2.39E+11,53745060505,1.57E+12,2.81E+12,2.06E+12,1.087912088,1897955
2016/1/0/0,-11.69310046,SHA,10.8,9.5,1.80E+11,1.94E+12,7870450831,1.02E+11,1.28E+11,39639048949,29000000000,1.24E+11,85710307708,1.81E+11,0.87962963,436142
2016/1/0/0,-289.3937755,SHI,10.8,9.3,5.47E+11,5.91E+12,17532791441,3.79E+11,4.66E+11,45784535575,,4.69E+11,6.27E+11,9.54E+11,0.861111111,1305553
2016/1/0/0,-731.5373017,SJS,21.9,23.9,1.00E+12,2.19E+13,15032905205,-2143290778,15871927637,1.05E+11,81961570000,5.44E+11,2.82E+12,2.86E+12,1.091324201,182706
2016/1/0/0,-1.104367109,SKG,122,93,2.45E+11,2.99E+13,54024099345,26188722968,86764334496,1.71E+11,1.06E+11,10938720603,8510462057,12070624036,0.762295082,44215
2016/1/0/0,-820.4780801,SMA,5.7,6.6,1.61E+11,9.18E+11,-1589238969,1.11E+11,1.16E+11,5662478401,319996800,1.63E+11,98974551092,2.63E+11,1.157894737,63055
2016/1/0/0,-144.1059875,SMC,11.1,13,2.95E+11,3.27E+12,58944033235,1.86E+12,1.99E+12,1.23E+11,6.91E+11,9.24E+11,7.40E+11,2.72E+12,1.171171171,64085
2016/1/0/0,-33.75572821,SRC,31,32.5,2.00E+11,6.20E+12,10393125398,1.64E+11,1.96E+11,36783292013,,1.36E+11,2.48E+11,1.53E+11,1.048387097,133643
2016/1/0/0,-276.8381061,STK,27.2,21.8,4.65E+11,1.26E+13,2897232196,2.48E+11,2.62E+11,18115892276,,96368192568,2.70E+11,3.23E+11,0.801470588,35582
2016/1/0/0,-76.7167192,SVC,36.1,39.6,2.50E+11,9.03E+12,32102453914,2.58E+12,2.73E+12,1.41E+11,41333913855,3.93E+11,5.55E+11,1.06E+12,1.096952909,108190
