YEAR,FOMULA,COMPANY,PRICE,BAN,VOLUME,MARKET CAP,EARNINGS,COGS,SALES,CASH,INVESTMENTS,RECEIVABLES,INVENTORY,DEBTS,PROFIT,VolumeARG
2021/2/0/0,-11.75296139,PPC,-1,-1,3.26E+12,3.26E+12,1.20E+11,1.29E+12,1.22E+12,3.07E+11,9.76E+11,1.53E+12,4.91E+11,5.91E+11,-0.036166365,131250
2021/2/0/0,-936.9591962,PSH,-1,-1,1.26E+12,1.26E+12,52444290397,1.07E+12,1.21E+12,1.89E+11,,5.66E+11,5.59E+12,5.98E+12,-0.04,2518618
2021/2/0/0,-424.0228065,PTB,-1,-1,4.86E+11,4.86E+11,1.26E+11,1.28E+12,1.62E+12,1.10E+11,1.46E+11,9.76E+11,1.76E+12,2.87E+12,-0.012269939,415083
2021/2/0/0,-185.2268362,PTL,-1,-1,1.00E+12,1.00E+12,20474856818,24731711864,42276995416,15399607161,2.22E+11,5.54E+11,1.04E+11,4.22E+11,-0.181818182,138936
2021/2/0/0,-4.23580091,PVD,-1,-1,4.22E+12,4.22E+12,43329359400,1.00E+12,1.11E+12,7.37E+11,1.66E+12,2.24E+12,7.13E+11,2.82E+12,-0.049751244,5158817
2021/2/0/0,-0.817857325,PVT,-1,-1,3.24E+12,3.24E+12,2.57E+11,1.51E+12,1.87E+12,1.55E+12,1.53E+12,1.34E+12,1.42E+11,2.79E+12,-0.05952381,2779642
2021/2/0/0,-13.1973995,PXS,-1,-1,6.00E+11,6.00E+11,834909619,2.87E+11,2.95E+11,1.79E+11,,1.71E+11,4.00E+11,1.02E+12,-0.15128593,95118
2021/2/0/0,-94.8027032,QBS,-1,-1,6.93E+11,6.93E+11,-1684420415,7.53E+11,7.59E+11,12267311564,318900000,6.83E+11,652087280,5.03E+11,-0.298507463,506323
2021/2/0/0,-9829.855599,QCG,-1,-1,2.75E+12,2.75E+12,8633508293,1.59E+11,2.04E+11,62002801255,200000000,4.78E+11,7.13E+12,5.30E+12,-0.122249389,169625
2021/2/0/0,-1592.824646,RDP,-1,-1,4.76E+11,4.76E+11,15914124402,8.32E+11,9.00E+11,22988818154,3700000000,6.18E+11,6.73E+11,1.23E+12,-0.097560976,36500
2021/2/0/0,-0.931693762,REE,-1,-1,3.10E+12,3.10E+12,4.70E+11,9.73E+11,1.64E+12,2.30E+12,9.00E+11,2.77E+12,8.98E+11,4.60E+12,-0.01814882,548700
2021/2/0/0,-40325.61591,ROS,-1,-1,5.68E+12,5.68E+12,14759658584,5.68E+11,6.05E+11,19542206043,,3.73E+12,2.90E+12,5.31E+12,-0.152207002,9583175
2021/2/0/0,-2.985326334,SAB,-1,-1,6.41E+12,6.41E+12,1.07E+12,4.96E+12,7.23E+12,3.15E+12,1.53E+13,6.46E+11,1.64E+12,5.47E+12,-0.006410256,157425
2021/2/0/0,-5.435008785,SAM,-1,-1,3.50E+12,3.50E+12,3537103148,4.31E+11,4.56E+11,4.62E+11,1.92E+11,1.72E+12,5.27E+11,2.12E+12,-0.098039216,100733
2021/2/0/0,-3387.892552,SBV,-1,-1,2.74E+11,2.74E+11,7704514953,79062507561,1.22E+11,4862033238,375000,2.74E+11,2.04E+11,3.92E+11,-0.066666667,47327
2021/2/0/0,-339.7259139,SCR,-1,-1,3.66E+12,3.66E+12,1.43E+11,9.46E+11,1.15E+12,1.86E+11,96347079452,5.02E+12,2.97E+12,3.94E+12,-0.120627262,7730642
2021/2/0/0,-64.23537393,SGT,-1,-1,7.40E+11,7.40E+11,15411901426,31976225774,78745419921,1.19E+11,1212329627,9.80E+11,6.59E+11,1.38E+12,-0.067567568,297475
2021/2/0/0,-10.51745543,SHA,-1,-1,3.19E+11,3.19E+11,5208797521,2.37E+11,2.65E+11,1.23E+11,,3.11E+11,2.76E+11,5.23E+11,-0.158730159,49982
2021/2/0/0,-236.9069897,SHI,-1,-1,9.14E+11,9.14E+11,42694758117,1.58E+12,1.79E+12,1.29E+11,1.35E+11,2.19E+12,1.20E+12,3.19E+12,-0.039292731,983709
2021/2/0/0,-12.84769955,SJD,-1,-1,6.90E+11,6.90E+11,24242223330,43051245962,83704467156,7690943175,,6.41E+11,4904584773,96216262940,-0.058139535,37464
2021/2/0/0,-12.78998545,SJF,-1,-1,7.92E+11,7.92E+11,1471054555,2.56E+11,2.64E+11,48029116614,,3.53E+11,56555785431,3.64E+11,-0.273972603,996645
2021/2/0/0,-308.2618996,SJS,-1,-1,1.15E+12,1.15E+12,20054957271,1.24E+11,1.81E+11,2.38E+11,20104980478,3.31E+11,3.88E+12,4.50E+12,-0.021598272,135658
2021/2/0/0,-4.886435785,SKG,-1,-1,6.33E+11,6.33E+11,-3132238240,58608537938,64825041959,27471824684,1.50E+11,1.21E+11,28316811227,41573917835,-0.084033613,156467
2021/2/0/0,-191.3728713,SMC,-1,-1,6.10E+11,6.10E+11,5.32E+11,5.27E+12,5.95E+12,4.00E+11,7.38E+11,2.32E+12,4.08E+12,7.07E+12,-0.030721966,1217692
2021/2/0/0,-4.10664247,STG,-1,-1,9.83E+11,9.83E+11,74520364671,6.30E+11,7.61E+11,2.51E+11,73865680584,5.84E+11,1.00E+11,6.08E+11,-0.05952381,58500
2021/2/0/0,-6.687443936,STK,-1,-1,7.07E+11,7.07E+11,70737225425,4.11E+11,5.10E+11,2.86E+11,,1.08E+11,5.49E+11,8.71E+11,-0.03058104,45900
2021/2/0/0,-2193.969174,SVD,-1,-1,1.29E+11,1.29E+11,1088669018,78301654416,87388417601,1848992149,,65959172687,70287475023,1.05E+11,-0.127388535,49764
2021/2/0/0,-0.760574262,SZC,-1,-1,1.00E+12,1.00E+12,1.11E+11,74670859374,2.24E+11,95291471766,1.20E+11,67215688828,4505016604,1.25E+12,-0.028571429,1443983
2021/2/0/0,-212.5363985,TCD,-1,-1,8.23E+11,8.23E+11,1.36E+11,8.03E+11,9.15E+11,1.04E+11,14641748890,3.72E+12,5.43E+11,4.20E+12,-0.073529412,133527
2021/2/0/0,-3.038851312,TCL,-1,-1,3.02E+11,3.02E+11,38799332255,2.67E+11,3.28E+11,73993757320,1.51E+11,2.64E+11,3646500157,4.30E+11,-0.033444816,352125
2021/2/0/0,-30.76335304,TCM,-1,-1,7.14E+11,7.14E+11,58821247473,8.15E+11,9.78E+11,2.93E+11,2.87E+11,3.19E+11,1.41E+12,1.78E+12,-0.009354537,217358
2021/2/0/0,-9.38474286,TCO,-1,-1,1.87E+11,1.87E+11,57436408394,33247226065,40913160188,14451366633,31057440900,2.00E+11,50233500,10032261183,-0.076923077,490709
2021/2/0/0,-1292.369242,TDC,-1,-1,1.00E+12,1.00E+12,26987936317,2.58E+11,3.98E+11,73825868840,,2.94E+11,2.18E+12,3.23E+12,-0.055865922,229464
2021/2/0/0,-16.84833072,TDG,-1,-1,1.68E+11,1.68E+11,252680475,3.20E+11,3.32E+11,41121177754,31744796800,1.10E+11,37181909886,2.12E+11,-0.243902439,527742
2021/2/0/0,-0.820632757,TDM,-1,-1,1.00E+12,1.00E+12,48536927579,52267770848,1.13E+11,64027103407,,7118517309,7394928772,2.52E+11,-0.036563071,1110027
2021/2/0/0,-89.98713387,TDP,-1,-1,5.38E+11,5.38E+11,28192019945,6.36E+11,7.17E+11,1.23E+11,97975400000,4.34E+11,8.77E+11,1.51E+12,-0.034965035,45167
2021/2/0/0,-28.95616884,TEG,-1,-1,3.24E+11,3.24E+11,9409769304,70367258176,79767664595,20247511102,,1.76E+11,72291778228,1.54E+11,-0.06993007,232482
2021/2/0/0,-0.289204363,TGG,-1,-1,2.73E+11,2.73E+11,42656673186,17438295131,17828709724,90942034999,,73516563075,1520266395,11911182644,-0.230946882,286375
2021/2/0/0,-17.58094623,THG,-1,-1,1.45E+11,1.45E+11,40424935608,3.08E+11,4.07E+11,1.31E+11,42467365041,2.56E+11,3.82E+11,7.31E+11,-0.012738854,40438
2021/2/0/0,-0.942624654,TIP,-1,-1,2.60E+11,2.60E+11,20091109746,18942240230,58999511402,1.27E+11,68029374248,1.10E+11,1.57E+11,86371370083,-0.024213075,40191
2021/2/0/0,-62.95682794,TLD,-1,-1,4.00E+11,4.00E+11,6560686035,88865924711,98094509978,17081267640,8000000000,1.90E+11,1.13E+11,1.54E+11,-0.149700599,151764
2021/2/0/0,-2.223671535,TLG,-1,-1,7.78E+11,7.78E+11,91042207698,4.23E+11,7.48E+11,5.40E+11,3.06E+11,4.40E+11,6.12E+11,5.68E+11,-0.027932961,71058
2021/2/0/0,-1628.38189,TLH,-1,-1,1.02E+12,1.02E+12,1.97E+11,1.11E+12,1.39E+12,43923661345,2.74E+11,1.67E+11,2.12E+12,1.46E+12,-0.06116208,1041900
2021/2/0/0,-2.762153872,TMS,-1,-1,8.14E+11,8.14E+11,84414952163,1.29E+12,1.40E+12,5.47E+11,2.65E+11,8.08E+11,55231221979,1.31E+12,-0.020703934,105650
2021/2/0/0,-377.6933167,TNA,-1,-1,3.97E+11,3.97E+11,10400821857,1.65E+12,1.72E+12,73341090479,20900000000,9.83E+11,1.07E+12,1.79E+12,-0.079365079,80345
2021/2/0/0,-1.947106699,TNH,-1,-1,4.15E+11,4.15E+11,34534940739,55685313616,1.09E+11,44904767958,,1.46E+11,13936842062,1.24E+11,-0.038022814,478818
2021/2/0/0,-2141.880505,TNI,-1,-1,5.25E+11,5.25E+11,1739729651,4.62E+11,4.73E+11,7004865624,6300000000,5.13E+11,2.87E+11,3.51E+11,-0.234741784,408300
2021/2/0/0,-10.25758409,TNT,-1,-1,2.55E+11,2.55E+11,5572948780,1.94E+11,2.12E+11,85836426791,,1.22E+11,25516726835,47472057855,-0.10384216,220000
2021/2/0/0,-40.04008381,TSC,-1,-1,1.48E+12,1.48E+12,1.23E+11,86123636296,1.08E+11,21273826323,4.32E+11,3.58E+11,77281771083,2.23E+11,-0.086956522,1973418
2021/2/0/0,-1.847530146,TTA,-1,-1,1.35E+12,1.35E+12,45725115755,67184602599,1.74E+11,12756918795,,1.30E+11,,4.96E+11,-0.068493151,933062
2021/2/0/0,-98.16553621,TTB,-1,-1,5.15E+11,5.15E+11,164824379,2.23E+11,2.28E+11,36960060804,96334259161,4.92E+11,1.47E+11,8.98E+11,-0.158730159,400200
2021/2/0/0,-42.67818421,TV2,-1,-1,,,71542352075,1.30E+12,1.36E+12,1.42E+11,5.07E+11,1.59E+12,3.63E+11,2.03E+12,-0.01953125,175825
2021/2/0/0,-16.36943658,TYA,-1,-1,3.07E+11,3.07E+11,26129666447,4.24E+11,4.69E+11,1.29E+11,62176982475,4.07E+11,3.43E+11,6.85E+11,-0.06097561,44682
2021/2/0/0,-4.79958996,VCG,-1,-1,4.42E+12,4.42E+12,-65887833132,1.22E+12,1.41E+12,2.83E+12,1.87E+12,1.38E+13,2.61E+12,1.46E+13,-0.021276596,450164
2021/2/0/0,-10.74820601,VGC,-1,-1,4.48E+12,4.48E+12,3.50E+11,2.19E+12,2.94E+12,1.62E+12,84120526437,1.27E+12,3.64E+12,7.36E+12,-0.029112082,159483
2021/2/0/0,-407.549677,VHC,-1,-1,1.83E+12,1.83E+12,2.61E+11,1.91E+12,2.34E+12,1.14E+11,1.15E+12,1.52E+12,2.11E+12,2.41E+12,-0.02728513,1292533
2021/2/0/0,-40.06938057,VHM,-1,-1,3.35E+13,3.35E+13,1.03E+13,1.44E+13,2.87E+13,9.12E+12,4.93E+12,4.24E+13,3.47E+13,9.49E+13,-0.010131712,4474800
2021/2/0/0,-14.78134111,VIC,-1,-1,3.38E+13,3.38E+13,5.66E+11,2.80E+13,3.85E+13,2.45E+13,9.12E+12,6.35E+13,5.65E+13,1.54E+14,-0.00754717,2506283
2021/2/0/0,-1.111921145,VIP,-1,-1,6.85E+11,6.85E+11,27642118926,1.46E+11,1.63E+11,1.82E+11,4.20E+11,98757297441,74108103294,1.91E+11,-0.116414435,304791
2021/2/0/0,-6.909598187,VJC,-1,-1,5.42E+12,5.42E+12,4525585437,4.82E+12,3.54E+12,1.52E+12,7.64E+11,2.48E+13,7.91E+11,1.84E+13,-0.008658009,541625
2021/2/0/0,-49.82201809,VNE,-1,-1,9.04E+11,9.04E+11,2913346629,4.77E+11,5.01E+11,85287273864,34512747390,9.10E+11,1.87E+11,1.88E+12,-0.147275405,273975
2021/2/0/0,-18.42313847,VNG,-1,-1,9.73E+11,9.73E+11,9891869563,79844535677,62027008683,14232212831,272000,6.25E+11,7350979510,4.88E+11,-0.078431373,204464
2021/2/0/0,-20.35680615,VNL,-1,-1,90000000000,90000000000,13624266342,3.56E+11,3.74E+11,46059966191,1088500000,2.61E+11,,1.42E+11,-0.047619048,46675
2021/2/0/0,-49.55778088,VNM,-1,-1,2.09E+13,2.09E+13,2.86E+12,8.86E+12,1.57E+13,1.66E+12,2.00E+13,6.37E+12,6.84E+12,1.81E+13,-0.011160714,2770267
2021/2/0/0,-7.893210246,VOS,-1,-1,1.40E+12,1.40E+12,2.42E+11,2.27E+11,3.25E+11,92870681477,5.48E+11,5.28E+11,58127300263,1.06E+12,-0.240963855,2090500
2021/2/0/0,-1.333967243,VPG,-1,-1,3.92E+11,3.92E+11,1.22E+11,9.06E+11,1.10E+12,9.31E+11,1549776329,5.98E+11,3.37E+11,1.28E+12,-0.02894356,768600
2021/2/0/0,-19454.0288,VPH,-1,-1,9.54E+11,9.54E+11,27102945584,49251085092,99427956097,7334513623,2131688000,9.76E+11,9.10E+11,1.15E+12,-0.184842884,65882
2021/2/0/0,-23.09852908,VPI,-1,-1,2.00E+12,2.00E+12,30402634442,1.07E+11,1.78E+11,6.26E+11,53015302163,2.55E+12,2.17E+12,4.17E+12,-0.028571429,932050
2021/2/0/0,-501.6973352,VRC,-1,-1,5.00E+11,5.00E+11,245622477,47650599,1313500000,10109251086,,1.38E+11,1.20E+12,42726605371,-0.112359551,107355
2021/2/0/0,-0.354652379,VRE,-1,-1,2.33E+13,2.33E+13,3.88E+11,8.81E+11,1.51E+12,2.31E+12,6.74E+11,1.31E+12,2.90E+11,3.04E+12,-0.032051282,4871008
2021/2/0/0,-1.114842201,VSC,-1,-1,5.51E+11,5.51E+11,1.04E+11,3.24E+11,4.77E+11,5.37E+11,61500000000,2.45E+11,31349172022,2.65E+11,-0.020811655,65592
2021/2/0/0,-515.9218852,VSH,-1,-1,2.36E+12,2.36E+12,1.35E+11,2.33E+11,4.98E+11,15020403817,39200000000,3.96E+11,96583058198,1.19E+12,-0.05,39382
2021/2/0/0,-0.501398397,VTO,-1,-1,7.99E+11,7.99E+11,12704566937,2.23E+11,2.62E+11,4.55E+11,,80059291874,96315293980,4.19E+11,-0.114416476,155609
2021/1/0/0,-6.300975332,AAA,15.85,16.25,2.22E+12,3.52E+13,89518452312,2.04E+12,2.28E+12,9.68E+11,1.76E+11,2.78E+12,1.17E+12,4.11E+12,1.025236593,4989489
2021/1/0/0,-2.069570524,AAT,18.6,17.9,3.48E+11,6.47E+12,8878493003,98624825323,1.16E+11,57336761301,1000000000,1.77E+11,16899821459,1.60E+11,0.962365591,567400
2021/1/0/0,-2330.199282,ABS,52.4,20,8.00E+11,4.19E+13,2067254499,1.17E+11,1.31E+11,1339315588,,8.87E+11,5749863034,7.22E+11,0.381679389,186867
2021/1/0/0,-3.361287637,ADG,58.5,47.6,1.80E+11,1.05E+13,3860098626,1.38E+11,1.51E+11,37583106428,1.07E+11,2.06E+11,2443547336,1.82E+11,0.813675214,93900
2021/1/0/0,-1145.792104,ADS,13.85,30.4,2.81E+11,3.89E+12,18971620278,2.83E+11,3.14E+11,24225849418,3.38E+11,6.60E+11,5.16E+11,1.30E+12,2.194945848,161778
2021/1/0/0,-74.34233313,AGG,45.65,54.7,8.28E+11,3.78E+13,7160148938,2.15E+11,3.43E+11,5.81E+11,1.52E+11,2.25E+12,5.78E+12,4.34E+12,1.198247536,2997500
2021/1/0/0,-8030.855417,AGM,17.25,30.45,1.82E+11,3.14E+12,2588223804,3.39E+11,3.71E+11,5291100585,1.03E+11,82956379217,5.11E+11,4.37E+11,1.765217391,38178
2021/1/0/0,-1300.02936,AMD,7.01,4.1,1.64E+12,1.15E+13,1989406935,3.43E+11,3.62E+11,12517749369,37422021918,1.69E+12,3.24E+11,6.21E+11,0.584878745,11763333
2021/1/0/0,-1112.867421,ANV,22.2,27,1.28E+12,2.84E+13,63799682967,5.64E+11,7.06E+11,63509761278,3.60E+11,3.71E+11,1.99E+12,2.25E+12,1.216216216,163644
2021/1/0/0,-7.47132813,APH,53.6,46.2,1.39E+12,7.45E+13,71993229475,2.35E+12,2.66E+12,1.05E+12,1.76E+11,3.15E+12,1.41E+12,4.89E+12,0.861940299,1187367
2021/1/0/0,-57.03304667,ASM,13.55,13.05,2.59E+12,3.51E+13,1.50E+11,2.45E+12,2.78E+12,6.03E+11,1.33E+12,3.88E+12,3.03E+12,6.64E+12,0.963099631,1835656
2021/1/0/0,-30.71020778,ASP,6.89,7,3.73E+11,2.57E+12,6724129417,6.92E+11,8.01E+11,64619264411,2.13E+11,3.68E+11,88561072070,1.07E+12,1.015965167,68411
2021/1/0/0,-3.145530506,AST,53.5,48.5,4.50E+11,2.41E+13,-31832156775,42516907831,58328261947,38819274031,1.95E+11,46179066754,44731249050,78580647933,0.906542056,47144
2021/1/0/0,-12.05023188,BCE,11.7,10.6,3.50E+11,4.10E+12,9821202694,40525631341,57202263077,72740683263,,6.52E+11,1.16E+11,5.47E+11,0.905982906,126811
2021/1/0/0,-5.098177098,BCG,13.15,13.15,2.03E+12,2.67E+13,1.63E+11,4.30E+11,6.34E+11,1.99E+12,6.83E+11,7.54E+12,2.20E+12,9.15E+12,1,1438678
2021/1/0/0,-80.49495547,BCM,56.2,41.8,1.04E+13,5.84E+14,4.68E+11,8.19E+11,1.40E+12,2.35E+12,86190000000,2.61E+12,2.20E+13,2.02E+13,0.743772242,30567
2021/1/0/0,-23.12986913,BFC,21.3,30.1,5.72E+11,1.22E+13,68222733537,1.54E+12,1.77E+12,3.19E+11,,8.36E+11,1.07E+12,1.73E+12,1.41314554,159911
2021/1/0/0,-62.25399599,BKG,10.05,10.1,3.20E+11,3.22E+12,5874281463,81589629030,91397594304,11491877792,,1.98E+11,1.12E+11,60826918495,1.004975124,163311
2021/1/0/0,-0.742633623,BMC,15.3,14.4,1.24E+11,1.90E+12,1349310691,13233569817,18032895070,93406815681,,4017991940,90934921987,67628023964,0.941176471,85533
2021/1/0/0,-17.18496537,BMP,59.4,57.2,8.19E+11,4.86E+13,83958490831,9.47E+11,1.15E+12,2.03E+11,9.70E+11,3.34E+11,5.07E+11,4.71E+11,0.962962963,119667
2021/1/0/0,-1.97824771,BTP,16.5,15.6,6.05E+11,9.98E+12,18284773734,2.34E+11,2.27E+11,1.81E+11,4.03E+11,2.73E+11,1.09E+11,2.84E+11,0.945454545,69400
2021/1/0/0,-10.51755943,BWE,29.4,37.9,1.88E+12,5.53E+13,1.78E+11,3.68E+11,6.75E+11,3.87E+11,4.80E+11,7.19E+11,8.50E+11,1.79E+12,1.289115646,297056
2021/1/0/0,-65.12328716,C32,26.1,23.5,1.50E+11,3.92E+12,7531554999,67806013119,81805087562,21977592112,65724471308,2.54E+11,95342170945,3.26E+11,0.900383142,105133
2021/1/0/0,-202.2292735,C47,12.6,10.45,1.70E+11,2.14E+12,30758794396,2.73E+11,3.04E+11,58972176910,6200000000,1.89E+11,7.14E+11,9.78E+11,0.829365079,181389
2021/1/0/0,-780.9876353,CCL,13.05,11.9,4.75E+11,6.20E+12,22166106722,1.95E+11,2.48E+11,13593835350,,7.12E+11,2.81E+11,5.09E+11,0.911877395,457889
2021/1/0/0,-8586.332969,CIG,8,7.15,3.15E+11,2.52E+12,84447648,667258657,735598791,2395694845,,3.84E+11,1.12E+11,4.40E+11,0.89375,41322
2021/1/0/0,-271.9841137,CII,20.3,16.25,2.83E+12,5.74E+13,48077875402,6.49E+11,9.64E+11,4.26E+11,6.76E+11,4.93E+12,5.31E+12,9.29E+12,0.800492611,1827800
2021/1/0/0,-48.22304513,CKG,15.5,17.4,8.00E+11,1.24E+13,21983165840,1.77E+11,2.46E+11,3.41E+11,500000000,1.32E+12,2.80E+12,2.00E+12,1.122580645,1185467
2021/1/0/0,-16.71079831,CMG,34.7,45.4,1.00E+12,3.47E+13,53622878987,1.11E+12,1.37E+12,1.91E+11,1.07E+12,1.24E+12,2.33E+11,1.99E+12,1.308357349,45800
2021/1/0/0,-3484.235675,CMX,13.85,13.5,3.04E+11,4.21E+12,10840158369,1.66E+11,2.14E+11,15621742089,8232635616,2.01E+11,8.25E+11,1.03E+12,0.974729242,149744
2021/1/0/0,-5.848590687,CNG,21.5,25.3,2.70E+11,5.81E+12,14913159182,6.02E+11,6.43E+11,1.77E+11,,3.76E+11,47045508431,4.19E+11,1.176744186,82511
2021/1/0/0,-10.41297095,CRC,10.3,9.22,1.50E+11,1.55E+12,4558193354,1.70E+11,1.78E+11,56375918468,61400000000,1.89E+11,88321699157,3.13E+11,0.895145631,129944
2021/1/0/0,-20.56916823,CRE,41.6,49.8,9.60E+11,3.99E+13,1.23E+11,1.78E+12,2.04E+12,2.87E+11,71475007308,2.85E+12,6.08E+11,1.87E+12,1.197115385,1587511
2021/1/0/0,-195.2680391,CSM,18.6,17.25,1.04E+12,1.93E+13,13346322574,9.14E+11,1.08E+12,1.47E+11,,9.16E+11,1.56E+12,2.67E+12,0.927419355,45356
2021/1/0/0,-6.985922622,CSV,27.8,32.55,4.42E+11,1.23E+13,36870682716,2.15E+11,2.95E+11,1.11E+11,1.40E+11,1.57E+11,2.58E+11,1.90E+11,1.170863309,125011
2021/1/0/0,-16.41767569,CTD,62.5,62.7,7.93E+11,4.96E+13,54505626760,2.45E+12,2.57E+12,6.38E+11,2.61E+12,7.01E+12,1.24E+12,4.70E+12,1.0032,468389
2021/1/0/0,-8.120428241,CTI,16.35,14.3,6.30E+11,1.03E+13,28712993831,1.13E+11,1.96E+11,1.20E+11,,2.57E+11,1.95E+11,5.76E+11,0.874617737,647256
2021/1/0/0,-9.109605091,D2D,52.8,51,3.03E+11,1.60E+13,47108108229,27570210122,87789235213,80732154928,8.57E+11,82949152964,1.69E+11,3.48E+11,0.965909091,190178
2021/1/0/0,-351.8340921,DAG,6.1,5.22,5.18E+11,3.16E+12,3237028481,4.94E+11,5.22E+11,38863285967,,5.94E+11,4.97E+11,1.05E+12,0.855737705,457667
2021/1/0/0,-2.305897402,DAH,8.5,9.38,3.42E+11,2.91E+12,-5502347702,8224708443,5318045130,3202287327,,4263476308,279742633,78118842609,1.103529412,732122
2021/1/0/0,-185.4908828,DBC,57.2,54,1.05E+12,6.01E+13,3.65E+11,1.85E+12,2.47E+12,3.00E+11,5.19E+11,4.76E+11,3.74E+12,4.38E+12,0.944055944,1689978
2021/1/0/0,-37.83221948,DCL,32.5,40,5.68E+11,1.85E+13,12037559116,1.24E+11,1.71E+11,47030455948,7.75E+11,2.39E+11,2.43E+11,3.32E+11,1.230769231,369500
2021/1/0/0,-10.7821772,DCM,16.05,20.6,5.29E+12,8.49E+13,1.52E+11,1.61E+12,1.87E+12,4.36E+11,2.60E+12,1.95E+11,7.39E+11,1.77E+12,1.283489097,2428856
2021/1/0/0,-415.6953707,DGC,75.7,97.1,1.49E+12,1.13E+14,2.92E+11,1.52E+12,1.95E+12,56887868849,1.75E+12,9.13E+11,7.33E+11,1.70E+12,1.282694848,854144
2021/1/0/0,-15.74969853,DGW,117.4,149.5,4.32E+11,5.07E+13,1.07E+11,4.69E+12,5.01E+12,8.24E+11,,1.63E+12,6.66E+11,2.08E+12,1.273424191,323200
2021/1/0/0,-7.903313918,DHA,49.3,42.4,1.51E+11,7.44E+12,17967379963,49200292158,70712287621,17868300722,2.12E+11,84124285364,139950000,24669747767,0.860040568,32656
2021/1/0/0,-61.87478053,DHC,94.3,88.6,5.60E+11,5.28E+13,1.73E+11,7.82E+11,1.02E+12,1.04E+11,9012854795,7.38E+11,5.53E+11,1.07E+12,0.939554613,235256
2021/1/0/0,-3064.028872,DHM,10.2,11.7,3.14E+11,3.20E+12,77018164,2.06E+11,2.10E+11,3105446201,,93466832748,1.10E+11,2.64E+11,1.147058824,708500
2021/1/0/0,-306.9573753,DIG,27.8,25.3,3.15E+12,8.76E+13,43025639969,3.77E+11,5.00E+11,2.91E+11,1.09E+11,2.25E+12,4.48E+12,5.80E+12,0.910071942,2688378
2021/1/0/0,-68.932658,DLG,3.15,3,2.99E+12,9.42E+12,12505473834,3.19E+11,4.22E+11,1.35E+11,,2.08E+12,4.14E+11,3.02E+12,0.952380952,9360111
2021/1/0/0,-21.24932138,DMC,49.2,48.8,3.47E+11,1.71E+13,23764576381,2.13E+11,2.90E+11,50937599404,2.05E+11,7.44E+11,2.40E+11,1.24E+11,0.991869919,36322
2021/1/0/0,-2.936360605,DPG,36,34.2,4.50E+11,1.62E+13,1.27E+11,2.15E+11,4.59E+11,5.84E+11,25205442500,4.97E+11,6.26E+11,1.54E+12,0.95,505322
2021/1/0/0,-1.272431894,DPM,18.35,26.6,3.91E+12,7.17E+13,1.71E+11,1.63E+12,2.00E+12,2.09E+12,1.89E+12,4.67E+11,1.09E+12,2.05E+12,1.449591281,1176444
2021/1/0/0,-5.845714286,DQC,21.6,20,3.44E+11,7.43E+12,7709951593,1.35E+11,1.90E+11,1.40E+11,37056617621,3.96E+11,2.80E+11,3.75E+11,0.925925926,63411
2021/1/0/0,-36.27888152,DRC,27,30.9,1.19E+12,3.21E+13,63685158451,7.46E+11,9.12E+11,1.45E+11,1.50E+11,1.95E+11,8.47E+11,7.44E+11,1.144444444,810789
2021/1/0/0,-2662.331995,DRH,10.4,8.7,6.10E+11,6.34E+12,6359835825,47715048,4809017137,22206312598,477409247,8.25E+11,8.47E+11,1.55E+12,0.836538462,1168356
2021/1/0/0,-0.564500298,DTA,10.4,9.18,1.72E+11,1.79E+12,1574157477,2272268829,5244219521,45286162887,36820000000,37815191684,4916602096,2.35E+11,0.882692308,89244
2021/1/0/0,-20.61303019,DXG,23.3,21.7,5.20E+12,1.21E+14,7.12E+11,1.22E+12,2.95E+12,2.34E+12,3.75E+11,8.33E+12,1.01E+13,1.11E+13,0.931330472,7547989
2021/1/0/0,-69.62223418,DXV,4.55,4,99000000000,4.50E+11,-1425479124,38924199300,40591164380,3819972112,15500000000,57945040615,37049592081,18718208795,0.879120879,31578
2021/1/0/0,-3.821288179,ELC,12.05,15.95,5.09E+11,6.13E+12,6343410931,96417505976,1.25E+11,1.77E+11,24274077269,6.91E+11,2.14E+11,5.41E+11,1.323651452,395978
2021/1/0/0,-23.02286306,EVE,15.35,13.2,4.20E+11,6.45E+12,4548884874,1.25E+11,1.87E+11,53214569116,5.63E+11,1.50E+11,3.37E+11,1.72E+11,0.859934853,49256
2021/1/0/0,-1006.550024,EVG,11.55,9.2,1.05E+12,1.21E+13,3649946224,2.13E+11,2.19E+11,6499337214,,8.25E+11,1.87E+11,2.20E+11,0.796536797,870889
2021/1/0/0,-12.76615793,FCM,6.79,6.4,4.10E+11,2.78E+12,4548012234,96135012070,1.08E+11,64834021246,6500000000,4.30E+11,1.80E+11,2.85E+11,0.942562592,33411
2021/1/0/0,-65.46650971,FCN,12.35,11.75,1.25E+12,1.54E+13,17372706221,4.75E+11,4.75E+11,2.83E+11,35774195349,3.94E+12,1.33E+12,3.93E+12,0.951417004,1617633
2021/1/0/0,-101.4676874,FIR,30.15,35.7,2.70E+11,8.14E+12,5869727543,12101592796,36955572598,14521361323,,2.58E+11,1.20E+11,1.78E+11,1.184079602,188711
2021/1/0/0,-62.44093514,FIT,10.4,14.9,2.55E+12,2.65E+13,14345902113,2.53E+11,3.18E+11,57000175312,2.41E+12,4.32E+11,2.93E+11,6.69E+11,1.432692308,2897700
