,YEAR,FOMULA,COMPANY,PRICE,BAN,VOLUME,MARKET CAP,EARNINGS,COGS,SALES,CASH,INVESTMENTS,RECEIVABLES,INVENTORY,DEBTS,PROFIT,ValueARG,VolumeARG
117.00,2021/2/0/0,,HU1,9.50,14.60,100000000000.00,95000000000.00,-3162981800.00,122413739120.00,129535726920.00,30762354389.00,5330000000.00,462950134549.00,300325990701.00,691850980735.00,0.00,119923076.92,16027.27
118.00,2021/2/0/0,,HUB,25.10,31.25,190573160000.00,478338631600.00,25122560167.00,111020976939.00,147326761625.00,91808983004.00,98825000000.00,88734011066.00,143351739416.00,230030935420.00,0.00,241230769.23,11281.82
119.00,2021/2/0/0,,HVH,10.10,11.05,369499950000.00,373194949500.00,7200689242.00,61700117251.00,81649300061.00,49007547815.00,0.00,203007268648.00,67038248527.00,139389915470.00,0.00,4625000000.00,614390.91
120.00,2021/2/0/0,,ICT,19.45,23.00,321850000000.00,625998250000.00,12519102758.00,262096468270.00,293997082677.00,183076358652.00,20000000000.00,920619244528.00,409154793379.00,1040283531049.00,0.00,871846153.85,52500.00
121.00,2021/2/0/0,,IDI,6.32,9.19,2276446080000.00,1438713922560.00,26964227280.00,1685695391403.00,1829857815730.00,571003035215.00,1028554973872.00,2402947531974.00,1363133017875.00,4074679453068.00,0.00,4268692307.69,675590.91
122.00,2021/2/0/0,,IJC,27.40,32.90,2170973230000.00,5948466650200.00,176982818927.00,285660566750.00,562345799012.00,729754957430.00,5905000000.00,749080973418.00,3359607655339.00,2025154784680.00,0.00,156493000000.00,6100536.36
123.00,2021/2/0/0,,ILB,23.80,35.60,245022450000.00,583153431000.00,21887769004.00,87023974957.00,132228538580.00,166904250757.00,11500000000.00,111421369015.00,0.00,318597710177.00,0.00,6553846153.85,230136.36
124.00,2021/2/0/0,,IMP,72.60,74.00,667053700000.00,4842809862000.00,49324501290.00,180722250608.00,317424198686.00,192194835779.00,104996933342.00,365914109324.00,454201247683.00,437637392909.00,0.00,390461538.46,5009.09
125.00,2021/2/0/0,,ITA,7.47,9.00,9384636070000.00,7010323144290.00,38755003609.00,78302083952.00,143859046427.00,64804534972.00,0.00,2029919514067.00,4009050882630.00,1873160799547.00,0.00,37189153846.15,5498345.46
126.00,2021/2/0/0,,KDC,15.65,60.60,2797413560000.00,4377952221400.00,215975986563.00,2065154970299.00,2576141725028.00,1778569846735.00,635400738552.00,2780352495073.00,1377924885136.00,3961902795893.00,0.00,127653230769.23,2146309.09
127.00,2021/2/0/0,,KDH,37.60,49.00,6429370690000.00,24174433794400.00,265074178000.00,685703473000.00,1111993639000.00,1848868294000.00,0.00,3732600915000.00,7341338003000.00,3729011335000.00,0.00,214044461538.46,5681627.27
128.00,2021/2/0/0,,KHP,51.20,11.00,575710160000.00,2947636019200.00,-105183894558.00,1305482850505.00,1245990399298.00,138923255536.00,399265000000.00,89521725372.00,143708171960.00,889216396547.00,0.00,301000000.00,47954.55
129.00,2021/2/0/0,,KMR,36.45,9.00,568814430000.00,2073328597350.00,7956190904.00,147143440718.00,172371094235.00,15244453477.00,0.00,207106519907.00,585182089141.00,509861765180.00,0.00,1968923076.92,232045.45
130.00,2021/2/0/0,,KOS,6.60,33.00,1650313350000.00,1089206811000.00,5132576501.00,373016219318.00,393057685034.00,46567386409.00,6986490163.00,1061768259151.00,1179514399708.00,605522912712.00,0.00,9068769230.77,313172.73
131.00,2021/2/0/0,,KPF,3.72,14.80,579689330000.00,215644430760.00,41749800544.00,14621091019.00,42617956444.00,29260603240.00,0.00,960602222362.00,344866899651.00,873758561141.00,0.00,104538461.54,9790.91
132.00,2021/2/0/0,,KSB,25.70,41.85,669684780000.00,1721089884600.00,76234354121.00,165029536824.00,320914963407.00,78096445735.00,0.00,1943981369618.00,24997349096.00,1013662176221.00,0.00,24966076923.08,1009781.82
133.00,2021/2/0/0,,TS4,4.80,-1.00,161606460000.00,77571100800.00,-2734139872.00,12832341350.00,11253543029.00,148215787.00,0.00,85473226529.00,679008755062.00,766170628243.00,0.00,,0.00
134.00,2021/2/0/0,,LBM,60.50,70.00,100000000000.00,605000000000.00,31603981100.00,176081415836.00,239166006871.00,60201526781.00,0.00,87765189029.00,54961577473.00,100512869367.00,0.00,124461538.46,2381.82
135.00,2021/2/0/0,,LCG,13.95,19.60,1172485100000.00,1635616714500.00,73051302904.00,666845726265.00,836388965789.00,221070491100.00,45350000000.00,3291933120232.00,590457528376.00,3653097344868.00,0.00,23665461538.46,1941807.69
136.00,2021/2/0/0,,LCM,2.57,4.20,246330000000.00,63306810000.00,-359188596.00,3163423073.00,2437540800.00,514061950.00,0.00,26579631009.00,16932819881.00,22107886100.00,0.00,218307692.31,92845.45
137.00,2021/2/0/0,,LDG,7.51,10.45,2402124510000.00,1803995507010.00,715390558.00,44509889595.00,90327147670.00,26885621203.00,0.00,3138531658294.00,1099199459166.00,2639674437231.00,0.00,14596153846.15,2405563.64
138.00,2021/2/0/0,,LGL,6.24,9.23,515000000000.00,321360000000.00,4220100375.00,46902338522.00,47330210241.00,4322679054.00,5321026400.00,693061568396.00,379178897638.00,834918182209.00,0.00,177461538.46,22909.09
139.00,2021/2/0/0,,LHG,36.20,57.60,500120100000.00,1810434762000.00,217588246012.00,254847749702.00,555552908748.00,169667011033.00,961981859664.00,304797796317.00,603673814531.00,909408062241.00,0.00,28693307692.31,623136.36
140.00,2021/2/0/0,,LIX,57.60,55.20,324000000000.00,1866240000000.00,40010811556.00,517298566256.00,656576409012.00,27593017590.00,0.00,198184165664.00,306359459788.00,406504812169.00,0.00,4525307692.31,75736.36
141.00,2021/2/0/0,,MHC,11.10,13.50,414069640000.00,459617300400.00,21837112136.00,4521712795.00,7064058336.00,129392801808.00,124070325769.00,695616788796.00,0.00,102119923024.00,0.00,8329846153.85,951741.67
142.00,2021/2/0/0,,MSH,53.70,89.20,500094000000.00,2685504780000.00,124134465010.00,967891299666.00,1207038873923.00,137496509249.00,650612500319.00,693424851137.00,868883997786.00,1477201397108.00,0.00,7424307692.31,106550.00
143.00,2021/2/0/0,,MSN,95.60,145.50,11805347000000.00,112859117320000.00,1053462000000.00,16372047000000.00,21219294000000.00,11544161000000.00,437650000000.00,7534983000000.00,13007276000000.00,38124851000000.00,0.00,190079230769.23,1498991.67
144.00,2021/2/0/0,,MWG,142.00,195.50,4754311970000.00,67511229974000.00,1213678402418.00,24514835467434.00,31658418853105.00,4617786523255.00,13524445343145.00,2977700013310.00,22414714164477.00,34751040209633.00,0.00,179259461538.46,1105558.33
145.00,2021/2/0/0,,NAF,23.80,27.55,475678520000.00,1132114877600.00,28459769759.00,403363439085.00,489271124638.00,61350144858.00,200000000.00,792401181667.00,118577170993.00,666833487332.00,0.00,49254307692.31,1545445.46
146.00,2021/2/0/0,,NBB,27.50,48.40,1004756560000.00,2763080540000.00,176805057662.00,247138883110.00,390563631594.00,74987593405.00,0.00,1169558867766.00,2383238540777.00,2185436613561.00,0.00,1736538461.54,60490.91
147.00,2021/2/0/0,,NCT,71.40,89.10,261669400000.00,1868319516000.00,55244979608.00,88542799578.00,173977139473.00,217964412961.00,40000000000.00,64319268249.00,3979373426.00,67823633992.00,0.00,654384615.38,9036.36
148.00,2021/2/0/0,,NHA,30.75,51.20,281165500000.00,864583912500.00,526353004.00,23613676542.00,26911423638.00,3901873393.00,0.00,52186825022.00,29314665084.00,51744506999.00,0.00,3164538461.54,134390.91
149.00,2021/2/0/0,,NHH,65.00,42.30,364400000000.00,2368600000000.00,8578619374.00,448036818377.00,531653968453.00,151929917463.00,71250000000.00,363426102734.00,265602921449.00,902545371868.00,0.00,13166230769.23,286516.67
150.00,2021/2/0/0,,NKG,28.10,57.03,1819998680000.00,5114196290800.00,847505342669.00,5703792215904.00,7009856429076.00,821582185051.00,438574774966.00,3134909116419.00,5958397597918.00,9225891335417.00,0.00,212053692307.69,6194008.33
151.00,2021/2/0/0,,NLG,38.40,58.20,2852706600000.00,10954393344000.00,48139359575.00,284505393212.00,400773524013.00,1221094516994.00,62076912592.00,1849815428986.00,14009260448416.00,7290783216040.00,0.00,159403384615.38,3912933.33
152.00,2021/2/0/0,,NNC,27.00,30.30,219200000000.00,591840000000.00,15209430937.00,39241291323.00,61144694339.00,93740489202.00,129989.00,16044890009.00,66118566163.00,81287192653.00,0.00,354076923.08,15409.09
153.00,2021/2/0/0,,NSC,74.20,82.40,175869880000.00,1304954509600.00,64911310741.00,347041608412.00,531660194194.00,138725568054.00,6300000000.00,261979809898.00,719016384177.00,800363128234.00,0.00,952419284.62,10052.09
154.00,2021/2/0/0,,NT2,20.70,24.20,2878760290000.00,5959033800300.00,24551467904.00,1542789200528.00,1615686834521.00,1031927662.00,420490790416.00,2170831018721.00,314047256198.00,2862244376890.00,0.00,8770076923.08,476708.33
155.00,2021/2/0/0,,NTL,24.50,44.45,609899500000.00,1494253775000.00,51430039926.00,39618426130.00,109483659128.00,229236948887.00,0.00,246083707409.00,1237497546654.00,658237802438.00,0.00,57261153846.15,1965950.00
156.00,2021/2/0/0,,NVL,135.70,109.60,14736056190000.00,199968282498300.00,1312928547430.00,1685449745386.00,2543645943416.00,12132195071948.00,834521746983.00,19088700327649.00,103241366912067.00,41943258000762.00,0.00,284593615384.62,2701366.67
157.00,2021/2/0/0,,OGC,6.36,7.71,3000000000000.00,1908000000000.00,41873430869.00,85626384366.00,118799829406.00,141548381822.00,291638129600.00,943273882369.00,281749396330.00,1242953252096.00,0.00,1621692307.69,220700.00
158.00,2021/2/0/0,,OPC,62.70,56.40,265772800000.00,1666395456000.00,16869063743.00,117861280633.00,194441976163.00,50811771865.00,23403995881.00,150137997277.00,598627910784.00,489040070341.00,0.00,222538461.54,4200.00
159.00,2021/2/0/0,,PAC,35.00,39.15,464717070000.00,1626509745000.00,41258031265.00,634588241942.00,753273690820.00,89539234551.00,837653000000.00,329881537339.00,724916824335.00,1829035042845.00,0.00,350000000.00,9625.00
160.00,2021/2/0/0,,PAN,25.10,32.95,2163585800000.00,5430600358000.00,109845832053.00,1971251358944.00,2279700575094.00,3176968225005.00,96796696037.00,1472005468401.00,2382987940619.00,4510581586283.00,0.00,33830135930.77,1255108.36
161.00,2021/2/0/0,,PC1,26.20,42.15,1911881590000.00,5009129765800.00,144718661874.00,2740582364017.00,2991189086624.00,937599774413.00,61155607771.00,3601308209457.00,1261034500675.00,7506261641809.00,0.00,14693769230.77,515433.33
162.00,2021/2/0/0,,PDR,71.80,93.10,4867719160000.00,34950223568800.00,250981725724.00,132046254142.00,537718943994.00,296823592596.00,24400348619.00,2227849379267.00,12016853848696.00,5201819767341.00,0.00,274430307692.31,3015266.67
163.00,2021/2/0/0,,PET,21.05,30.65,866001240000.00,1822932610200.00,50109935349.00,3202893979068.00,3422580564879.00,1298556893144.00,233508490280.00,1693947907618.00,1045653362647.00,3860775758979.00,0.00,40330000000.00,1943950.00
164.00,2021/2/0/0,,PGC,17.00,27.55,603426380000.00,1025824846000.00,49899108333.00,1127149981506.00,1285344947299.00,42261442160.00,1029750591042.00,351613574519.00,124216154795.00,1258742889999.00,0.00,251000000.00,14863.64
165.00,2021/2/0/0,,PHC,14.80,20.09,257482600000.00,381074248000.00,33471533625.00,136837302242.00,150350464384.00,46041759174.00,52917169525.00,1143677721018.00,542340456949.00,1604135849887.00,0.00,14877076923.08,820118.18
166.00,2021/2/0/0,,PHR,51.20,59.50,1354991980000.00,6937558937600.00,81337832600.00,383587973529.00,451026226800.00,177048530890.00,1833889577211.00,234250650805.00,374816125712.00,990159013406.00,0.00,26201538461.54,496818.18
167.00,2021/2/0/0,,PJT,12.35,12.85,153604780000.00,189701903300.00,6655529492.00,153885962165.00,173332643555.00,15778897483.00,0.00,13414983357.00,39889655372.00,160730967480.00,0.00,175538461.54,15700.00
168.00,2021/2/0/0,,PLP,9.99,15.75,400000000000.00,399600000000.00,12790658121.00,407965592248.00,454659449814.00,8928303110.00,10346280000.00,523820064228.00,274333448752.00,935008297062.00,0.00,4973384615.38,549954.55
169.00,2021/2/0/0,,PLX,50.80,53.90,12938780810000.00,65729006514800.00,1513706402098.00,42434569501076.00,46588742165681.00,7586207310226.00,10580430945734.00,11528227926286.00,12447982456679.00,39435314360203.00,0.00,59703769230.77,1209725.00
170.00,2021/2/0/0,,PNJ,96.00,101.10,2276123620000.00,21850786752000.00,223675559100.00,3620249284244.00,4455408501572.00,249812159909.00,0.00,112039307879.00,7451065853955.00,3453495225055.00,0.00,55122076923.08,615866.67
171.00,2021/2/0/0,,POM,17.95,17.15,2796763360000.00,5020190231200.00,127762837481.00,3489885774044.00,3784738527356.00,484247925358.00,0.00,2818420912362.00,3909051432454.00,7965484743916.00,0.00,2509846153.85,178336.36
172.00,2021/2/0/0,,POW,12.30,13.30,23418716000000.00,28805020680000.00,889786477577.00,6812096747249.00,7956309578713.00,7230698604918.00,1215653613956.00,10029902253169.00,1929820315724.00,18016293200208.00,0.00,74921538461.54,7225033.33
173.00,2021/2/0/0,,PPC,27.65,24.35,3262350000000.00,9020397750000.00,120223569422.00,1294632220596.00,1218789778197.00,306713872503.00,976000000000.00,1531421885590.00,490832412231.00,590814392187.00,0.00,3097384615.38,131250.00
174.00,2021/2/0/0,,PSH,25.00,23.45,1261967800000.00,3154919500000.00,52444290397.00,1074210450163.00,1210870409970.00,189268157448.00,0.00,565556167593.00,5589855027431.00,5980452469184.00,0.00,47361307692.31,2518618.18
175.00,2021/2/0/0,,PTB,81.50,110.90,485994410000.00,3960854441500.00,125993922319.00,1277486737117.00,1616230677960.00,109651556517.00,145880534539.00,976290587811.00,1760258724968.00,2870325401159.00,0.00,38929769230.77,415083.33
176.00,2021/2/0/0,,PTL,5.50,9.11,1000000000000.00,550000000000.00,20474856818.00,24731711864.00,42276995416.00,15399607161.00,222026430029.00,554483536616.00,103845087825.00,422469274502.00,0.00,1893230769.23,138936.36
177.00,2021/2/0/0,,PVD,20.10,27.50,4215457890000.00,8473070358900.00,43329359400.00,1000265970752.00,1111979414080.00,736877679120.00,1656257348040.00,2241034652520.00,712831298640.00,2815438204560.00,0.00,93097461538.46,5158816.67
178.00,2021/2/0/0,,PVT,16.80,24.95,3236512460000.00,5437340932800.00,256519306795.00,1510124872969.00,1872872847008.00,1547718367826.00,1528298721867.00,1339103900376.00,141671633981.00,2786856795969.00,0.00,50919615384.62,2779641.67
179.00,2021/2/0/0,,PXS,6.61,8.06,600000000000.00,396600000000.00,834909619.00,286814293690.00,294523895937.00,178556755911.00,0.00,171258707904.00,400467382393.00,1020468593328.00,0.00,583538461.54,95118.18
180.00,2021/2/0/0,,QBS,3.35,4.70,693299280000.00,232255258800.00,-1684420415.00,752813317925.00,758811884085.00,12267311564.00,318900000.00,682812034572.00,652087280.00,503091992487.00,0.00,1773697592.31,506322.58
181.00,2021/2/0/0,,QCG,8.18,8.60,2751293100000.00,2250557755800.00,8633508293.00,159218325669.00,203549425412.00,62002801255.00,200000000.00,478202526257.00,7131299261565.00,5301237753863.00,0.00,1138384615.38,169625.00
182.00,2021/2/0/0,,RAL,225.00,191.00,120750000000.00,2716875000000.00,79952565274.00,842228860673.00,1143281123361.00,911175525524.00,0.00,2662687883968.00,805763496979.00,3626424596373.00,0.00,4704230769.23,26700.00
183.00,2021/2/0/0,,RDP,10.25,12.85,476405860000.00,488316006500.00,15914124402.00,831684915973.00,900192065186.00,22988818154.00,3700000000.00,617858375815.00,672529992722.00,1229792481339.00,0.00,375076923.08,36500.00
184.00,2021/2/0/0,,REE,55.10,72.00,3100588410000.00,17084242139100.00,470046278255.00,972735035139.00,1636414623038.00,2301828977307.00,899880457718.00,2773684720669.00,898244360911.00,4602308194823.00,0.00,28042538461.54,548700.00
185.00,2021/2/0/0,,RIC,19.85,19.50,703687540000.00,1396819766900.00,-18420419840.00,32698920140.00,27549530300.00,12385142880.00,0.00,10484249760.00,11661627240.00,140462400840.00,0.00,115769230.77,5936.36
186.00,2021/2/0/0,,ROS,6.57,5.79,5675981210000.00,3729119654970.00,14759658584.00,567745812103.00,605196027552.00,19542206043.00,0.00,3728696733574.00,2897660206785.00,5311759258797.00,0.00,50138538461.54,9583175.00
187.00,2021/2/0/0,,SAB,156.00,162.00,6412811860000.00,100039865016000.00,1070945398503.00,4963084978792.00,7226269519114.00,3150402298104.00,15290579000000.00,645779821564.00,1643625345322.00,5473586408794.00,0.00,24725615384.62,157425.00
188.00,2021/2/0/0,,SAM,10.20,22.35,3499971900000.00,3569971338000.00,3537103148.00,431497510957.00,455771790011.00,462449220627.00,192421739704.00,1724191267221.00,527019125295.00,2115835350629.00,0.00,911384615.38,100733.33
189.00,2021/2/0/0,,SAV,29.60,34.00,160199670000.00,474191023200.00,10680635829.00,210002574562.00,243380110667.00,67412416597.00,30044590878.00,122544544675.00,89766599735.00,230766648249.00,0.00,405230769.23,16746.15
190.00,2021/2/0/0,,SBA,19.85,20.45,604882610000.00,1200691980850.00,9628171234.00,24953717839.00,47012188902.00,9955229403.00,0.00,33775233630.00,2539358270.00,114509528212.00,0.00,341923076.92,19342.86
191.00,2021/2/0/0,,SBV,15.00,16.90,273664760000.00,410497140000.00,7704514953.00,79062507561.00,121667233680.00,4862033238.00,375000.00,274442667370.00,203999512667.00,391700881535.00,0.00,694076923.08,47327.27
192.00,2021/2/0/0,,SCR,8.29,14.70,3663563030000.00,3037093751870.00,143180541855.00,945616663919.00,1148556436201.00,186105083309.00,96347079452.00,5016921143166.00,2968573139501.00,3936931195615.00,0.00,77597461538.46,7730641.67
193.00,2021/2/0/0,,SCS,126.90,134.50,507457000000.00,6439629330000.00,150436389392.00,41883040703.00,211938516908.00,141009583777.00,445000000000.00,198832637695.00,0.00,384064991370.00,0.00,1234769230.77,7991.67
194.00,2021/2/0/0,,SFG,9.60,16.40,478973330000.00,459814396800.00,9591996391.00,531951276888.00,584224459727.00,74199421041.00,132900000000.00,415289521819.00,261905089587.00,593439551036.00,0.00,131538461.54,13700.00
195.00,2021/2/0/0,,SFI,41.00,65.00,157530690000.00,645875829000.00,36869235148.00,365169270675.00,421520488802.00,153768647397.00,1485457810.00,229414865756.00,780233760.00,195678097734.00,0.00,622769230.77,13636.36
196.00,2021/2/0/0,,SGN,67.30,70.00,335816910000.00,2260047804300.00,19491270925.00,107471626424.00,145764047947.00,264487817864.00,70000000000.00,299650053074.00,5344939610.00,202913524100.00,0.00,426076923.08,6338.46
197.00,2021/2/0/0,,SGR,27.50,34.95,600000000000.00,1650000000000.00,4627412194.00,4219269794.00,23818092816.00,60605359702.00,53000000.00,725898341867.00,787383247697.00,979217688710.00,0.00,528000000.00,24009.09
198.00,2021/2/0/0,,SGT,14.80,34.20,740019140000.00,1095228327200.00,15411901426.00,31976225774.00,78745419921.00,119109971097.00,1212329627.00,979723179304.00,658515922611.00,1380661886655.00,0.00,5127461538.46,297475.00
199.00,2021/2/0/0,,SHA,6.30,8.46,318539760000.00,200680048800.00,5208797521.00,237378908415.00,264585655147.00,123319004081.00,0.00,311162569277.00,275517530116.00,522875601120.00,0.00,261230769.23,49981.82
200.00,2021/2/0/0,,SHI,25.45,18.25,914259270000.00,2326789842150.00,42694758117.00,1584941230525.00,1793509400967.00,128554225629.00,135345104436.00,2187200913093.00,1195542974055.00,3191591802280.00,0.00,18462538461.54,983709.09
201.00,2021/2/0/0,,SHP,22.70,27.00,937102000000.00,2127221540000.00,40919222223.00,74855175284.00,133971897078.00,70708528243.00,0.00,103954186846.00,5256067108.00,322061410545.00,0.00,106076923.08,5409.09
202.00,2021/2/0/0,,SJD,17.20,22.00,689986200000.00,1186776264000.00,24242223330.00,43051245962.00,83704467156.00,7690943175.00,0.00,641401580832.00,4904584773.00,96216262940.00,0.00,603384615.38,37463.64
203.00,2021/2/0/0,,SJF,3.65,9.84,792000000000.00,289080000000.00,1471054555.00,255584507341.00,264110449446.00,48029116614.00,0.00,352545371923.00,56555785431.00,363940689845.00,0.00,4008769230.77,996645.45
