,YEAR,FOMULA,COMPANY,PRICE,BAN,VOLUME,MARKET CAP,EARNINGS,COGS,SALES,CASH,INVESTMENTS,RECEIVABLES,INVENTORY,DEBTS,PROFIT,ValueARG,VolumeARG
8350.00,2011/1/0/0,,TPC,9.60,10.20,244305960000.00,234533721600.00,8492338050.00,110626757678.00,129163087246.00,8522357127.00,188062737000.00,133246692469.00,113719906308.00,204389779705.00,1.06,229413500.00,25072.00
8351.00,2011/1/0/0,,TS4,15.90,11.70,115000000000.00,182850000000.00,3007359280.00,110778990647.00,126342305954.00,7071227007.00,0.00,45385100791.00,193142554757.00,204190585202.00,0.74,1337156700.00,83076.00
8352.00,2011/1/0/0,,TSC,13.60,11.70,83129150000.00,113055644000.00,8476562494.00,466444383826.00,516869522670.00,288250589774.00,0.00,244419306594.00,298486002415.00,817953890600.00,0.86,248339500.00,17913.00
8353.00,2011/1/0/0,,TTF,11.00,8.00,312498390000.00,343748229000.00,10469379334.00,488686582001.00,568909853718.00,19626575399.00,28057350000.00,673585653490.00,1409299978651.00,1973862514892.00,0.73,499520900.00,41910.00
8354.00,2011/1/0/0,,UDC,7.80,5.00,350000000000.00,273000000000.00,5093570133.00,67275753730.00,79281081112.00,31754754294.00,0.00,384106079382.00,498792090043.00,830957235576.00,0.64,512398600.00,62102.00
8355.00,2011/1/0/0,,UIC,11.10,8.40,80000000000.00,88800000000.00,4149045633.00,233328331141.00,243548325138.00,14434452186.00,0.00,198923516344.00,211845414630.00,381357212372.00,0.76,333606300.00,26271.00
8356.00,2011/1/0/0,,VCF,48.10,70.00,265791350000.00,1278456393500.00,72863160100.00,311935984007.00,422454763116.00,204522272829.00,0.00,191042412144.00,207219469588.00,72806526228.00,1.46,1023610000.00,21289.00
8357.00,2011/1/0/0,,VCG,19.40,12.00,3000000000000.00,5820000000000.00,-1122490138.00,2248920283538.00,2583250370405.00,1797596849775.00,297961277417.00,7487896203573.00,6845104933880.00,14875044853038.00,0.62,22233678000.00,1122370.00
8358.00,2011/1/0/0,,VFG,62.00,41.50,97584440000.00,605023528000.00,31853643740.00,238296522209.00,325939036363.00,62877349265.00,0.00,227344924637.00,176541357877.00,264186486769.00,0.67,156787500.00,2580.00
8359.00,2011/1/0/0,,VHC,24.60,30.00,471512730000.00,1159921315800.00,89851081889.00,778614536141.00,936161594815.00,263576099839.00,38806559616.00,485135078769.00,501849494131.00,798001974476.00,1.22,362727700.00,15091.00
8360.00,2011/1/0/0,,VIC,132.00,118.88,3815746480000.00,50367853536000.00,130199987408.00,153616097688.00,473957252210.00,648573008579.00,4365507559880.00,5682573448622.00,2773974523024.00,6080237853654.00,0.90,15512959000.00,116620.00
8361.00,2011/1/0/0,,VID,6.50,5.00,255227670000.00,165897985500.00,476492863.00,215334049536.00,236939981023.00,5007999400.00,0.00,271054105331.00,126473024218.00,366130686715.00,0.77,374103700.00,53935.00
8362.00,2011/1/0/0,,VIP,7.80,6.30,598077850000.00,466500723000.00,11689339976.00,353096310812.00,423572865090.00,99647828229.00,4310633017.00,196552168017.00,104119675370.00,365936823653.00,0.81,468439500.00,59342.00
8363.00,2011/1/0/0,,VIS,22.00,15.90,300000000000.00,660000000000.00,53892318686.00,895909178636.00,995695087996.00,114516532477.00,0.00,189916425173.00,498870675137.00,621781498686.00,0.72,3753911900.00,164333.00
8364.00,2011/1/0/0,,VNE,6.60,4.80,637210610000.00,420559002600.00,-881520010.00,60392903343.00,79591481121.00,182259274781.00,10636730452.00,780506497707.00,67818123174.00,274364196783.00,0.73,1850013300.00,266643.00
8365.00,2011/1/0/0,,VNG,16.20,17.00,130000000000.00,210600000000.00,1505357886.00,9739036196.00,15436706754.00,1130234374.00,0.00,6245169271.00,9355220195.00,34141895115.00,1.05,293537400.00,19549.00
8366.00,2011/1/0/0,,VNM,107.00,114.00,3565706400000.00,38153058480000.00,1006454116217.00,3026042836548.00,4535428478549.00,223197137439.00,2318112626925.00,1503465204011.00,3185278170044.00,3180616801051.00,1.07,16149613500.00,157087.00
8367.00,2011/1/0/0,,VOS,7.20,5.40,1400000000000.00,1008000000000.00,3828109942.00,611955818923.00,711865398140.00,53516281843.00,0.00,206121356158.00,185008837464.00,781099847888.00,0.75,725514100.00,101480.00
8368.00,2011/1/0/0,,VPH,14.70,10.90,335845214145.00,493692464793.15,2814707325.00,516516763.00,11502438853.00,12837623211.00,37561315889.00,205522438082.00,1061768419356.00,867159322165.00,0.74,404348700.00,27610.00
8369.00,2011/1/0/0,,VRC,12.50,8.70,101169100000.00,126461375000.00,8954623140.00,12269718615.00,22925576831.00,8006821709.00,18000000000.00,31353711471.00,276544598107.00,229666454407.00,0.70,230817100.00,17490.00
8370.00,2011/1/0/0,,VSC,63.00,32.00,120305510000.00,757924713000.00,42778371789.00,83704266911.00,132355057334.00,80982750348.00,407668586639.00,115916746680.00,12746899867.00,308573811134.00,0.51,413947500.00,6609.00
8371.00,2011/1/0/0,,VSH,10.20,8.90,2062412460000.00,2103660709200.00,113151759930.00,38712094870.00,128000852800.00,569969004639.00,600685326000.00,471162269595.00,39377475210.00,190596154063.00,0.87,981721000.00,95760.00
8372.00,2011/1/0/0,,VTO,6.20,5.50,798666660000.00,495173329200.00,17613274227.00,297150456683.00,400901008982.00,131160654078.00,1313560000.00,122299106990.00,66915833766.00,490381562529.00,0.89,735376600.00,119564.00
8373.00,2010/4/0/0,,AAA,34.30,21.70,99000000000.00,339570000000.00,19923575544.00,153424355091.00,200490098622.00,20198710391.00,0.00,161992940149.00,80938583080.00,212877986662.00,0.63,8034798571.00,227214.29
8374.00,2010/4/0/0,,AAM,23.00,21.80,113398640000.00,260816872000.00,9542588135.00,121108788898.00,145107116550.00,76365463774.00,0.00,113858425265.00,48731321217.00,33810976695.00,0.95,348577429.00,15267.14
8375.00,2010/4/0/0,,ABT,39.80,40.00,136072070000.00,541566838600.00,14236918439.00,175411372108.00,204952322988.00,152349675519.00,32896659979.00,129920913127.00,99478605765.00,157300655924.00,1.01,417089143.00,10010.00
8376.00,2010/4/0/0,,ACL,27.00,24.50,110000000000.00,297000000000.00,11480026723.00,253846553088.00,296999080320.00,32358163642.00,11530000000.00,285091847485.00,215717986780.00,466892464213.00,0.91,449207714.00,16657.14
8377.00,2010/4/0/0,,ANV,13.50,10.00,660000000000.00,891000000000.00,17627060596.00,335247831927.00,399902276757.00,71160812400.00,98984102291.00,612488648359.00,237313186913.00,384011807920.00,0.74,1056438857.00,78938.57
8378.00,2010/4/0/0,,APC,13.80,13.10,114480000000.00,157982400000.00,9290369186.00,9766673837.00,24201284668.00,5449636784.00,0.00,33559085238.00,262117920.00,6717383722.00,0.95,555508429.00,40952.86
8379.00,2010/4/0/0,,ASM,27.50,33.10,99126000000.00,272596500000.00,39887372699.00,114808054756.00,141423958319.00,102241428775.00,0.00,289262773280.00,345536414086.00,631730623526.00,1.20,3557159571.00,129344.29
8380.00,2010/4/0/0,,ASP,8.20,6.70,228299960000.00,187205967200.00,14723155158.00,550921836734.00,621199213821.00,54981769242.00,71078544808.00,174691802931.00,17347354931.00,528423242562.00,0.82,102298857.00,12038.57
8381.00,2010/4/0/0,,BBC,21.00,15.20,154207820000.00,323836422000.00,26618441987.00,214554370875.00,303945406262.00,89081437503.00,45000000000.00,78968318749.00,117193762796.00,183207814818.00,0.72,2310370429.00,109160.00
8382.00,2010/4/0/0,,BCE,12.50,8.90,200000000000.00,250000000000.00,10528626518.00,189445091999.00,205848615384.00,31755005299.00,0.00,80069803038.00,279274987984.00,162429193748.00,0.71,256948429.00,21317.14
8383.00,2010/4/0/0,,BMC,25.00,26.10,82618200000.00,206545500000.00,8798163719.00,23591853586.00,34764945462.00,40050873924.00,10600000000.00,13708332988.00,28211778134.00,38893872238.00,1.04,169488714.00,6794.29
8384.00,2010/4/0/0,,BMP,49.40,38.00,348763720000.00,1722892776800.00,80355592295.00,296930331563.00,404497358240.00,66990563221.00,16400000000.00,300794741754.00,304331496765.00,126167724442.00,0.77,902887286.00,18444.29
8385.00,2010/4/0/0,,BTP,8.80,6.30,604856000000.00,532273280000.00,-50618396174.00,398977555496.00,457012550756.00,55798120399.00,40000000000.00,899103617581.00,120229205232.00,372393029882.00,0.72,490633714.00,55812.86
8386.00,2010/4/0/0,,BTT,25.10,20.40,88000000000.00,220880000000.00,8998865773.00,48867349685.00,70830176542.00,42733715884.00,340700000.00,39189985833.00,49431313748.00,35768337580.00,0.81,303291857.00,12475.71
8387.00,2010/4/0/0,,CDC,25.50,17.50,124657150000.00,317875732500.00,1383761399.00,91252577654.00,99598526031.00,24748861966.00,24913229600.00,207091125092.00,297390590989.00,357022248482.00,0.69,777193571.00,32100.00
8388.00,2010/4/0/0,,CII,36.90,34.90,751410000000.00,2772702900000.00,40332334036.00,7612801564.00,50701498477.00,132381761912.00,220666096245.00,386170230214.00,3092528864.00,545918572566.00,0.95,7010070000.00,195288.57
8389.00,2010/4/0/0,,CMG,18.30,14.60,635362670000.00,1162713686100.00,32726496660.00,852294362338.00,977299817151.00,128164179845.00,94405225000.00,937321299101.00,358084258357.00,1179420562436.00,0.80,2970909857.00,161981.43
8390.00,2010/4/0/0,,CSM,29.80,17.50,422498370000.00,1259045142600.00,39058493327.00,744480655969.00,831846083225.00,63239001173.00,30000000000.00,287086535898.00,451967653105.00,454344400494.00,0.59,1121259143.00,37984.29
8391.00,2010/4/0/0,,CTD,68.00,53.50,307500000000.00,2091000000000.00,51344797636.00,1024555435310.00,1099178661138.00,289879887675.00,5988441300.00,513895794115.00,440709544463.00,770030658391.00,0.79,1319056429.00,19245.71
8392.00,2010/4/0/0,,CTI,45.50,29.80,150000000000.00,682500000000.00,8140081661.00,113238472494.00,145879824626.00,9546284869.00,0.00,211118301153.00,95109755107.00,249482728084.00,0.65,1075333000.00,22735.71
8393.00,2010/4/0/0,,CVT,20.40,13.60,80000000000.00,163200000000.00,8243172611.00,68125532238.00,88199056984.00,20728766808.00,66761486141.00,35479395243.00,59073293161.00,92391220707.00,0.67,686558571.00,33685.71
8394.00,2010/4/0/0,,D2D,39.50,26.50,107000000000.00,422650000000.00,5768716809.00,61599918990.00,71170510765.00,5801932472.00,205500000000.00,123636752445.00,39424182387.00,273113261101.00,0.67,140758571.00,3667.14
8395.00,2010/4/0/0,,DAG,17.30,14.70,100000000000.00,173000000000.00,1314047861.00,79521677193.00,95518054482.00,1635151392.00,0.00,66057660372.00,112900922982.00,188110960817.00,0.85,1439783000.00,82714.29
8396.00,2010/4/0/0,,DBC,23.20,15.30,254466600000.00,590362512000.00,30078627081.00,618710768914.00,692174407849.00,213147169656.00,0.00,398107832234.00,667400608977.00,940977224341.00,0.66,4701930000.00,205100.00
8397.00,2010/4/0/0,,DC4,13.40,10.20,50000000000.00,67000000000.00,5164626392.00,77989330961.00,84858478393.00,47346751684.00,2469327000.00,54876681163.00,62419286957.00,131946567309.00,0.76,103231429.00,8071.43
8398.00,2010/4/0/0,,DCL,31.60,21.00,99136920000.00,313272667200.00,13874835234.00,208090408160.00,238870717965.00,24606105034.00,0.00,352338010897.00,199173173254.00,451199858909.00,0.66,324352571.00,10297.14
8399.00,2010/4/0/0,,DHA,21.20,14.00,151199460000.00,320542855200.00,6440646547.00,41158626142.00,57369327973.00,7830263014.00,33990059433.00,46793558284.00,38327660929.00,56107049904.00,0.66,284237571.00,13680.00
8400.00,2010/4/0/0,,DHC,12.50,10.00,149999080000.00,187498850000.00,16077747396.00,121057926336.00,159185113819.00,13138279797.00,0.00,76276407761.00,141647971119.00,226965820239.00,0.80,581795571.00,46397.14
8401.00,2010/4/0/0,,DHG,116.00,121.00,269129620000.00,3121903592000.00,135012722103.00,305461606407.00,663169631287.00,642519118993.00,0.00,427952128942.00,349931255389.00,459497109681.00,1.04,2108995714.00,17875.71
8402.00,2010/4/0/0,,DIG,38.60,22.30,1000000000000.00,3860000000000.00,151426393491.00,424358095572.00,664489620128.00,435856379523.00,250940000000.00,1008675647201.00,1006236070507.00,1153999191987.00,0.58,5077353714.00,133630.00
8403.00,2010/4/0/0,,DLG,32.50,32.50,291000000000.00,945750000000.00,12220789291.00,210151431935.00,235707972308.00,16498885523.00,14529707554.00,547881188938.00,385750167601.00,843439905615.00,1.00,3898105857.00,136868.57
8404.00,2010/4/0/0,,DMC,30.60,23.20,178093360000.00,544965681600.00,21881152053.00,210126087395.00,303687590576.00,41392630785.00,0.00,183745389736.00,199460540524.00,190523686845.00,0.76,507418571.00,16751.43
8405.00,2010/4/0/0,,DPM,44.70,36.20,3800000000000.00,16986000000000.00,481124035886.00,1212936445130.00,1925930240081.00,3748457003885.00,58500000000.00,263501065587.00,671348990597.00,855587590728.00,0.81,34619271571.00,817202.86
8406.00,2010/4/0/0,,DPR,69.50,59.00,430000000000.00,2988500000000.00,176457035948.00,169208462084.00,355787008065.00,507874116104.00,40260565644.00,78527142027.00,99394002467.00,384147066289.00,0.85,1681513571.00,25014.29
8407.00,2010/4/0/0,,DQC,26.50,17.60,187968000000.00,498115200000.00,32715619634.00,166152391923.00,241892928648.00,53481472411.00,12826215800.00,1147446248992.00,309886831018.00,968026962346.00,0.66,5595958000.00,212252.86
8408.00,2010/4/0/0,,DRC,40.00,28.90,307692480000.00,1230769920000.00,59117519902.00,534078706524.00,648253457635.00,11760625320.00,96300000000.00,216678257384.00,446312887356.00,261339831929.00,0.72,1153705143.00,29094.29
8409.00,2010/4/0/0,,DRH,10.80,6.40,183997020000.00,198716781600.00,52780968.00,239355613.00,1989893266.00,4938900066.00,8554066840.00,32256008153.00,165267766.00,28598042988.00,0.59,1625296857.00,147135.71
8410.00,2010/4/0/0,,DSN,24.20,21.20,84500000000.00,204490000000.00,3712062105.00,11074516821.00,16114740885.00,21330040281.00,2417700000.00,4722529500.00,610060576.00,12278142458.00,0.88,170323143.00,7622.86
8411.00,2010/4/0/0,,DTA,13.70,7.90,100000000000.00,137000000000.00,10979059237.00,27963182163.00,37221510023.00,12675688324.00,0.00,24836904903.00,161625690208.00,81352230049.00,0.58,968979571.00,72018.57
8412.00,2010/4/0/0,,DTL,22.50,21.80,484974700000.00,1091193075000.00,30158944319.00,335149894015.00,407718643234.00,8747322946.00,2000000000.00,105992505102.00,1449679577079.00,1065940931605.00,0.97,6294200000.00,275237.14
8413.00,2010/4/0/0,,DTT,9.20,8.82,81518200000.00,74996744000.00,-82622018.00,39970695208.00,42187859921.00,5286655091.00,72000.00,33880739652.00,10041737158.00,14718767412.00,0.96,199142429.00,21801.43
8414.00,2010/4/0/0,,DVP,38.10,38.20,200000000000.00,762000000000.00,39819870944.00,54822214122.00,102822789976.00,83496767743.00,96000000000.00,84585357121.00,4539528273.00,66188339977.00,1.00,231789000.00,6281.43
8415.00,2010/4/0/0,,DXG,25.40,23.60,160000000000.00,406400000000.00,13945406247.00,49632454161.00,98057195450.00,161564461264.00,0.00,206683906923.00,124531524014.00,380936159192.00,0.93,568633429.00,22458.57
8416.00,2010/4/0/0,,DXV,12.80,7.70,99000000000.00,126720000000.00,19510238078.00,134369216396.00,162455120870.00,69081994402.00,426412272.00,71349632045.00,18577583450.00,98519718527.00,0.60,1184898143.00,89014.29
8417.00,2010/4/0/0,,ELC,47.00,36.00,293000000000.00,1377100000000.00,91193509348.00,184135739808.00,330318327174.00,177486629222.00,16160000000.00,602092446505.00,109302346051.00,580528323249.00,0.77,3133857714.00,70200.00
8418.00,2010/4/0/0,,EVE,45.70,42.00,155009800000.00,708394786000.00,57508753094.00,136640850720.00,245522954684.00,189133291682.00,5000000000.00,84071280265.00,228131472121.00,79742361431.00,0.92,4143149571.00,92215.71
8419.00,2010/4/0/0,,FDC,28.50,25.90,157273080000.00,448228278000.00,18539064021.00,119526073155.00,157312634481.00,29578959796.00,5533378222.00,89919454098.00,236215904676.00,325236005920.00,0.91,989313714.00,34444.29
8420.00,2010/4/0/0,,FMC,12.90,12.20,80000000000.00,103200000000.00,19335410961.00,467110772187.00,516159024784.00,40847350179.00,0.00,90283678006.00,243228288014.00,335923102859.00,0.95,215119714.00,17405.71
8421.00,2010/4/0/0,,FPT,63.50,51.50,1934805170000.00,12286012829500.00,428709297880.00,8901564447602.00,10198524365711.00,1518850863053.00,365434786170.00,3369871176185.00,2438368957344.00,5311408937629.00,0.81,21572162857.00,339611.43
8422.00,2010/4/0/0,,GIL,22.70,23.40,127745880000.00,289983147600.00,11516380314.00,100362895078.00,123374904168.00,32883826582.00,221038880000.00,75710604191.00,63686340770.00,190113746428.00,1.03,1310661286.00,59447.14
8423.00,2010/4/0/0,,GMC,19.40,17.20,88685710000.00,172050277400.00,14142714488.00,175686832201.00,224742105859.00,26304856543.00,310000000.00,91772683809.00,91647589090.00,175236046101.00,0.89,661660286.00,35482.86
8424.00,2010/4/0/0,,GMD,31.90,29.40,1000000000000.00,3190000000000.00,89128685637.00,491756760359.00,671185380822.00,520436573781.00,1109058474816.00,538518695804.00,52713864527.00,1118124602443.00,0.92,8333939429.00,266007.14
8425.00,2010/4/0/0,,HAG,58.50,42.80,3115206970000.00,18223960774500.00,571845666000.00,652885143000.00,1444057524000.00,3588663440000.00,81783240000.00,4362062643000.00,2848965731000.00,4908006153000.00,0.73,20073549286.00,366011.43
8426.00,2010/4/0/0,,HAS,9.30,6.90,80000000000.00,74400000000.00,3011404386.00,34514421055.00,38569396119.00,12390121429.00,13909015601.00,150364091245.00,15879242006.00,82980240617.00,0.74,125754000.00,13640.00
8427.00,2010/4/0/0,,HBC,46.00,31.00,167310030000.00,769626138000.00,44531871184.00,545803510589.00,649660162580.00,258118528307.00,1394493283.00,938714529391.00,209688661010.00,1333916825153.00,0.67,1382364571.00,31931.43
8428.00,2010/4/0/0,,HDC,39.50,28.30,200000000000.00,790000000000.00,30641400419.00,47440722073.00,82023891346.00,72511751232.00,3112181070.00,226263781749.00,644427315100.00,501659361335.00,0.72,1045480286.00,25958.57
8429.00,2010/4/0/0,,HDG,84.50,34.00,202500000000.00,1711125000000.00,71449223680.00,277851515100.00,363445699247.00,58977209380.00,248746454738.00,353926201700.00,484596304047.00,762439118329.00,0.40,523030714.00,6297.14
8430.00,2010/4/0/0,,HMC,15.00,13.30,210000000000.00,315000000000.00,10352079130.00,1203021097054.00,1241527605048.00,54149414669.00,0.00,293925421391.00,409329203575.00,736783917057.00,0.89,308471429.00,20804.29
8431.00,2010/4/0/0,,HPG,39.20,35.20,3178497600000.00,12459710592000.00,414775492797.00,3674790083921.00,4487251457287.00,1047177227261.00,290230500000.00,1849685296501.00,4540196540452.00,5952780956712.00,0.90,10820931571.00,282974.29
8432.00,2010/4/0/0,,HQC,48.10,38.70,400000000000.00,1924000000000.00,421163285829.00,215180963145.00,724596501081.00,60385348888.00,42300000000.00,1810208812735.00,759146208501.00,1097619155068.00,0.80,15808073571.00,344661.43
8433.00,2010/4/0/0,,HRC,65.00,61.50,172609760000.00,1121963440000.00,22333585366.00,125362231744.00,155739840596.00,25045230189.00,1000000000.00,16492955595.00,70185602015.00,74697595236.00,0.95,1841680000.00,29147.14
8434.00,2010/4/0/0,,HSG,17.90,14.40,1007907900000.00,1804155141000.00,-61730333494.00,1262325057059.00,1402798735670.00,50162949043.00,0.00,595033243063.00,1458061000987.00,2323540358310.00,0.80,3961251286.00,217690.00
8435.00,2010/4/0/0,,HT1,9.60,6.70,1980000000000.00,1900800000000.00,-25937067357.00,1013500438713.00,1272804662866.00,55948393128.00,3975170700.00,436032717429.00,1657503212762.00,3185875077069.00,0.70,193840286.00,20632.86
